Creator,Creator ID,Title,Year,Media ID,Media Filename,Profile Filename,Match Type,Caption
"Sofia Beilharz","","Ring big disk, 2020. Silber, Seide. Photo kleine Rückblende.","2020","image-950cd4c181b890c0d3a2fa434fc31a1c91c5c6e8-1920x1300-jpg","56948_sofia-beilharz_big-disk_ring_schmuckdesign_foto-kleine-rueckblende.jpg","Sofia-Beilharz_big-disk_Ring_Schmuckdesign_Foto-kleine-Rueckblende.jpg","normalized","Ring big disk, 2020. Silber, Seide. Photo kleine Rückblende."
"Sofia Beilharz","","Ring und Ohrschmuck big disk, 2020. Silber, Seide. Photo kleine Rückblende.","2020","image-3a79b1c7d977c6346ba0980340856201ae9d89c1-1920x2506-jpg","56950_sofia-beilharz_big-disk_ring-und-ohrschmuck_schmuckdesign_foto-kleine-rueckblende.jpg","Sofia-Beilharz_big-disk_Ring-und-Ohrschmuck_Schmuckdesign_Foto-kleine-Rueckblende.jpg","normalized","Ring und Ohrschmuck big disk, 2020. Silber, Seide. Photo kleine Rückblende."
"Sofia Beilharz","","Creole SUN, 2021. Silber. Photo kleine Rückblende.","2021","image-0c8e87c820e79cba53d192ca527e31f6e2875bcf-1920x1300-jpg","59402_sofia-beilharz_anhaenger-gap_2021_silber-oder-18ct-gold-plattiert_schmuckdesign-2.jpg","Sofia-Beilharz_Creole-SUN-2021_Silber_Schmuckdesign-1.jpg","fuzzy","Creole SUN, 2021. Silber. Photo kleine Rückblende."
"Sofia Beilharz","","Armreif und Ring courbe, 2018. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","2018","image-38ec84594b5bd05a469062c7da674f6870058239-1920x1300-jpg","56954_sofia-beilharz_courbe-armreif_foto-kleine-rueckblende.jpg","Sofia-Beilharz_courbe-Armreif_Foto-kleine-Rueckblende.jpg","normalized","Armreif und Ring courbe, 2018. Silber oder 18ct Gold plattiert. Photo kleine Rückblende."
"Sofia Beilharz","","Ringe courbe, 2018. Silber.","2018","image-5c49fb2b757b5f74e3de7843a4b356bc8eb4b0ea-1920x1300-jpg","53559_sofia-beilharz_schmuckdesign_ringe-courbe.jpg","Sofia-Beilharz_Schmuckdesign_Ringe-courbe.jpg","normalized","Ringe courbe, 2018. Silber."
"Sofia Beilharz","","Ohrschmuck courbe, 2018. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","2018","image-29663ae5051b3aeb4b0967923fb6508ee7fa36fa-1920x1300-jpg","56952_sofia-beilharz_courbe_ohrschmuck_schmuckdesign_foto-kleine-rueckblende.jpg","Sofia-Beilharz_courbe_Ohrschmuck_Schmuckdesign_Foto-kleine-Rueckblende.jpg","normalized","Ohrschmuck courbe, 2018. Silber oder 18ct Gold plattiert. Photo kleine Rückblende."
"Sofia Beilharz","","Kette halbhalb, 2018. Silber und Silber geschwärzt oder 18ct Gold plattiert. Photo kleine Rückblende.","2018","image-e3eff0f524dc2913bd3924c3de7ba6957d817305-1920x1300-jpg","56960_sofia-beilharz_kette-halbhalb_schmuckdesign_foto-kleine-rueckblende.jpg","Sofia-Beilharz_Kette-halbhalb_Schmuckdesign_Foto-kleine-Rueckblende.jpg","normalized","Kette halbhalb, 2018. Silber und Silber geschwärzt oder 18ct Gold plattiert. Photo kleine Rückblende."
"Sofia Beilharz","","Kette palitos, 2019. Aluminiumröhrchen, Seide. Photo kleine Rückblende.","2019","image-80182c46d70b3f23f6d90b0ee635a6f9e6969ce7-1920x1300-jpg","56962_sofia-beilharz_palitos_kette_schmuckdesign_foto-kleine-rueckblende.jpg","Sofia-Beilharz_palitos_Kette_Schmuckdesign_Foto-kleine-Rueckblende.jpg","normalized","Kette palitos, 2019. Aluminiumröhrchen, Seide. Photo kleine Rückblende."
"Sofia Beilharz","","Kette simplum, 2011. Aluminium eloxiert, Gummi. Photo kleine Rückblende.","2011","image-1805748403bf7c5c812aa82d4922ada82646d37a-1920x1260-jpg","20468_beilharz-2_simplum.jpg","Beilharz-2_simplum.jpg","normalized","Kette simplum, 2011. Aluminium eloxiert, Gummi. Photo kleine Rückblende."
"Sofia Beilharz","","Ohrschmuck panicula. Silber. Photo kleine Rückblende.","","image-1be2e7e77cb2114907612d1ce52ea0d5caa3c543-1920x1300-jpg","56958_sofia-beilharz_gap-ohrstecker_schmuckdesign_foto-kleine-rueckblende.jpg","Sofia-Beilharz_ohrschmuck-panicula-front-silber_Schmuckdesign-1.jpg","fuzzy","Ohrschmuck panicula. Silber. Photo kleine Rückblende."
"Sofia Beilharz","","Ohrschmuck panicula, 2019. Silber. Photo kleine Rückblende.","2019","image-e3cb0198938872129a7651b476dfad58acd4e3e5-1920x1300-jpg","56966_sofia-beilharz_panicula_ohrschmuck_schmuckdesign_foto-kleine-rueckblende.jpg","Sofia-Beilharz_panicula_Ohrschmuck_Schmuckdesign_Foto-kleine-Rueckblende.jpg","normalized","Ohrschmuck panicula, 2019. Silber. Photo kleine Rückblende."
"Benjamin Bigot","","","","image-5bb84a3cf7a629f1396f31646e6a669c3622452c-1018x1300-jpg","51778_benjamin-bigot_schuhe_shoes.jpg","Benjamin-Bigot_Schuhe_shoes.jpg","normalized",""
"Benjamin Bigot","","","","image-7702df5cbc1b447a73dcac3463fbfc04d0a918f3-1920x1300-jpg","51774_benjamin-bigot_originelle-massschuhe_handmade_shoes.jpg","Benjamin-Bigot_Originelle-Massschuhe_handmade_shoes.jpg","normalized",""
"Benjamin Bigot","","","","image-9f9129297d42254cd1d4d918b938f3463f284e4f-1920x1300-jpg","51772_benjamin-bigot_-art-aurea-award-gewinner_schuhe.jpg","Benjamin-Bigot_-ART-AUREA-AWARD-Gewinner_Schuhe.jpg","normalized",""
"Benjamin Bigot","","","","image-af5fdbd31bf9770b59c6cb00c81ff1160be4d727-1300x1920-jpg","48870_benjamin-bigot-schuhe-img_5194-2.jpg","Benjamin-Bigot-Schuhe-IMG_5194-2.jpg","normalized",""
"Benjamin Bigot","","","","image-b2433bc2445a3c17ef5527f1d7b44900783ced10-1300x1920-jpg","48872_ben-bigot-7309.jpg","Ben-Bigot-7309.jpg","normalized",""
"Benjamin Bigot","","","","image-eeff7b0b054905bd4dbae0154b68848fa8ba111b-1300x1920-jpg","47860_benjamin-bigot-schuheimg_4089-2.jpg","Benjamin-Bigot-SchuheIMG_4089-2.jpg","normalized",""
"Benjamin Bigot","","","","image-bf2e08eaca1905865050518e0de2b975837bf4ca-1920x1300-jpg","47862_benjamin-bigot-schuheimg_4212-2.jpg","Benjamin-Bigot-SchuheIMG_4212-2.jpg","normalized",""
"Benjamin Bigot","","","","image-2817bdc79c1b97b07008bf80e64d8afbb658d961-1920x1300-jpg","51776_benjamin-bigot_originelle-massschuhe.jpg","Benjamin-Bigot_Originelle-Massschuhe.jpg","normalized",""
"Benjamin Bigot","","","","image-7d786513c56420cb63867cd391e4f964c166ee66-1920x1300-jpg","47864_benjamin-bigot-schuheart-aurea-1.jpg","Benjamin-Bigot-SchuheArt-Aurea-1.jpg","normalized",""
"Benjamin Bigot","","","","image-4d9563e8ba45c2059dfd6fd88833c63d8da99bd1-1920x1300-jpg","47866_benjamin-bigot-schuheart-aurea-2.jpg","Benjamin-Bigot-SchuheArt-Aurea-2.jpg","normalized",""
"Benjamin Bigot","","","","image-216e7c8bf6d10ff6b2e9ef353a5d904079f26f59-1920x1300-jpg","47868_benjamin-bigot-schuheimg_4250-2.jpg","Benjamin-Bigot-SchuheIMG_4250-2.jpg","normalized",""
"Benjamin Bigot","","","","image-daa77b902a42123ce7329381092b684975ee4317-1920x1300-jpg","25534_benjamin-bigot-schuhe.jpg","Benjamin-Bigot-Schuhe.jpg","normalized",""
"Benjamin Bigot","","","","image-b39b777407f812896845e69719e6035a27e9bba5-1920x1300-jpg","25536_benjamin-bigot-schuh-chris.jpg","Benjamin-Bigot-Schuh-Chris.jpg","normalized",""
"Benjamin Bigot","","Maßschuhe Christian. Cordovan-Leder. Maßangefertigte Schuhspanner","","image-4b90e8a1b2795a501bfd9ce555e3bd7d376c17d8-1920x1260-jpg","18571_benjamin-bigot-schuh-9.jpg","Benjamin-Bigot-Schuh-9.jpg","normalized","Maßschuhe Christian. Cordovan-Leder. Maßangefertigte Schuhspanner"
"Benjamin Bigot","","","","image-ecfad1c4dbb0fba8ce3f1b6ea2e892a8069ff54e-1920x1300-jpg","25530_benjamin-bigot-schuh-chris-2.jpg","Benjamin-Bigot-Schuh-Chris-2.jpg","normalized",""
"Uli Biskup","","Ohrschmuck bubbles, 2020. Silber 925, oxidiert, rhodiniert, Labradorith, Zirkonia. Photo Mirei Takeuchi.","2020","image-763eed20bc2682d78c7801225c6713f7f0763f49-1920x1300-jpg","58161_uli-biskup_schmuckdesign_bubbles_art-aurea.jpg","Uli-Biskup_Schmuckdesign_Bubbles_Art-Aurea.jpg","normalized","Ohrschmuck bubbles, 2020. Silber 925, oxidiert, rhodiniert, Labradorith, Zirkonia. Photo Mirei Takeuchi."
"Uli Biskup","","Kette inpuncto, rund, 2020. Silber 925. Photo Mirei Takeuchi.","2020","image-61a7b809c791f6c3bb6e412bd66eead2a4b93e17-1920x1300-jpg","58165_uli-biskup_schmuckdesign_inpuncto-kette_art-aurea.jpg","Uli-Biskup_Schmuckdesign_inpuncto-Kette_Art-Aurea.jpg","normalized","Kette inpuncto, rund, 2020. Silber 925. Photo Mirei Takeuchi."
"Uli Biskup","","Ohrschmuck inpuncto lampions, rund, 2020. Silber 925, oxidiert, Koralle, Edelsteine. Photo Mirei Takeuchi.","2020","image-ba6311b0b484d3ea719b5e17e753befbdd90b09c-1920x1300-jpg","58167_uli-biskup_schmuckdesign_inpuncto-lampions_art-aurea.jpg","Uli-Biskup_Schmuckdesign_inpuncto-Lampions_Art-Aurea.jpg","normalized","Ohrschmuck inpuncto lampions, rund, 2020. Silber 925, oxidiert, Koralle, Edelsteine. Photo Mirei Takeuchi."
"Uli Biskup","","Kette inpuncto karo, 2020. Silber 925, schwarz rhodiniert. Photo Mirei Takeuchi.","2020","image-1c9c8f592f13b134695178e4eb9807d8a2798ec1-1920x1300-jpg","58163_uli-biskup_schmuckdesign_inpuncto-karo_art-aurea.jpg","Uli-Biskup_Schmuckdesign_inpuncto-Karo_Art-Aurea.jpg","normalized","Kette inpuncto karo, 2020. Silber 925, schwarz rhodiniert. Photo Mirei Takeuchi."
"Uli Biskup","","Ohrschmuck inpuncto lampions, karo, 2020. Gold 750 und Koralle, Silber 925, oxidiert und Spinell. Photo Mirei Takeuchi.","2020","image-8f9533a91e12e10e6774dce057b20a98be715a82-1920x1300-jpg","58169_uli-biskup_schmuckdesign_inpuncto-lampions_karo_art-aurea.jpg","Uli-Biskup_Schmuckdesign_inpuncto-Lampions_Karo_Art-Aurea.jpg","normalized","Ohrschmuck inpuncto lampions, karo, 2020. Gold 750 und Koralle, Silber 925, oxidiert und Spinell. Photo Mirei Takeuchi."
"Uli Biskup","","Punktekette karo, 2013. Gold 750, Garn. Photo Mirei Takeuchi.","2013","image-befa43ea404d732077a542e5b2347a829f88af0c-1920x1300-jpg","58177_uli-biskup_schmuckdesign_punktekette_karo_art-aurea.jpg","Uli-Biskup_Schmuckdesign_Punktekette_karo_Art-Aurea.jpg","normalized","Punktekette karo, 2013. Gold 750, Garn. Photo Mirei Takeuchi."
"Uli Biskup","","Ohrschmuck lampions. Gold 750, circa","","image-9c57d30043bf43f615a1a47d3478721dbb6c0480-1920x1260-jpg","1996_uli-biskup-ohrschmuck-lampions.jpg","uli-biskup-ohrschmuck-lampions.jpg","normalized","Ohrschmuck lampions. Gold 750, circa 2 x 6 cm."
"Uli Biskup","","Ohrschmuck pompons, 2018. Silber 925, Seide. Photo Mirei Takeuchi.","2018","image-d41efd978fe39df3ca09f428979c9e473238b59d-1920x1300-jpg","58173_uli-biskup_schmuckdesign_pompons_rosa-und-rot_art-aurea.jpg","Uli-Biskup_Schmuckdesign_Pompons_rosa-und-rot_Art-Aurea.jpg","normalized","Ohrschmuck pompons, 2018. Silber 925, Seide. Photo Mirei Takeuchi."
"Uli Biskup","","Ohrschmuck pompons, 2018. Silber 925 oder Edelstahl, Seide. Photo Mirei Takeuchi.","2018","image-ab971ea1730934137ff60a1ec25e3ef4da71158d-1920x1300-jpg","58175_uli-biskup_schmuckdesign_pompons_schwarz-und-gelb_art-aurea.jpg","Uli-Biskup_Schmuckdesign_Pompons_schwarz-und-gelb_Art-Aurea.jpg","normalized","Ohrschmuck pompons, 2018. Silber 925 oder Edelstahl, Seide. Photo Mirei Takeuchi."
"Uli Biskup","","Ohrschmuck sterntaler2. Gold, Seide. Staatspreis NRW 2015.","2015","image-99a242f671120b98fc435cedb8ad290c5fe8dea7-1920x1300-jpg","46223_uli-biskup-ohrschmuck-sterntaler2-gold-seide-staatspreis-nrw-2015.jpg","Uli-Biskup-Ohrschmuck-sterntaler2-Gold-Seide-Staatspreis-NRW-2015.jpg","normalized","Ohrschmuck sterntaler2. Gold, Seide. Staatspreis NRW 2015."
"Uli Biskup","","Ohrschmuck Sterntaler trio, 2018. Silber 925, geschwärzt, Seide rot. Photo Mirei Takeuchi.","2018","image-162bc79caf813a46f5f92a84f75367d04e527162-1920x1300-jpg","58179_uli-biskup_schmuckdesign_sterntaler-trio_art-aurea.jpg","Uli-Biskup_Schmuckdesign_Sterntaler-Trio_Art-Aurea.jpg","normalized","Ohrschmuck Sterntaler trio, 2018. Silber 925, geschwärzt, Seide rot. Photo Mirei Takeuchi."
"Uli Biskup","","Ohrschmuck achter, 2019. Silber 925, Gold 750, Perlen, Korallen. Photo Mirei Takeuchi.","2019","image-a90faa1c147c30e3bc9e273c38054231bc50ff13-1920x1300-jpg","58159_uli-biskup_schmuckdesign_achter_art-aurea.jpg","Uli-Biskup_Schmuckdesign_achter_Art-Aurea.jpg","normalized","Ohrschmuck achter, 2019. Silber 925, Gold 750, Perlen, Korallen. Photo Mirei Takeuchi."
"Uli Biskup","","Ohrschmuck o.tutu blobs, 2016. 925 Silbergeflecht. Photo Anke Guenther-Beau.","2016","image-cc64ec8b2072af82ecabb47672ad5ca44e992eb5-1920x1300-jpg","58171_uli-biskup_schmuckdesign_o-tutu-blobs_art-aurea.jpg","Uli-Biskup_Schmuckdesign_o-tutu-blobs_Art-Aurea.jpg","normalized","Ohrschmuck o.tutu blobs, 2016. 925 Silbergeflecht. Photo Anke Guenther-Beau."
"Uli Biskup","","Halsschmuck tutu welle, 2015. Silber 925, geschwärzt. Photo Anke Guenther-Beau.","2015","image-a6cedaef18a101b98bd4eca2b39495d46828a200-1920x1300-jpg","58181_uli-biskup_schmuckdesign_tutu-welle_art-aurea.jpg","Uli-Biskup_Schmuckdesign_tutu-Welle_Art-Aurea.jpg","normalized","Halsschmuck tutu welle, 2015. Silber 925, geschwärzt. Photo Anke Guenther-Beau."
"Uli Biskup","","Halsschmuck tutu_anker. Silber 925. German Design Award Nominee 2016.","2016","image-4c5f893b55cff1f45391a6abf2e656fc8f28c079-1920x1300-jpg","46221_uli-biskup-tutu_anker-925-silber.jpg","Uli-Biskup-tutu_anker-925-silber.jpg","normalized","Halsschmuck tutu_anker. Silber 925. German Design Award Nominee 2016."
"Uli Biskup","","Halsschmuck tutu_anker. Silber 925, geschwärzt.","","image-86b5553572f54b74fd0b9138e01a1b2ef2abccd2-1920x1260-jpg","4141_uli-biskup-tutu-anker-halskette.jpg","uli-biskup-tutu-anker-halskette.jpg","normalized","Halsschmuck tutu_anker. Silber 925, geschwärzt."
"Bodyfurnitures","","Brosche Hortus, 2018. Pappmaché, Silber, versilbertes Kupfer, Harz, Perlen, Granate, Türkispaste, Rubine, Peridote, Papier, Blattgold 22kt.","2018","image-9489d5eb66488c35e545d153f65e71c22a4cc059-1920x1300-jpg","54423_bodyfurnitures_gian-luca-bartellone_brosche-hortus_schmuckdesign.jpg","bodyfurnitures_Gian-Luca-Bartellone_Brosche-Hortus_Schmuckdesign.jpg","normalized","Brosche Hortus, 2018. Pappmaché, Silber, versilbertes Kupfer, Harz, Perlen, Granate, Türkispaste, Rubine, Peridote, Papier, Blattgold 22kt."
"Bodyfurnitures","","Halsschmuck Cinis, 2018. Pappmaché, versilbertes Kupfer, Citrine, rosa Amethyste, Turmaline, Perlen, Papier, Blattgold 22kt.","2018","image-d9223593cee9eb23d35eccdb232e6f317591cb42-1920x1300-jpg","54427_bodyfurnitures_gian-luca-bartellone_halsschmuck_cinis_schmuckdesign.jpg","bodyfurnitures_Gian-Luca-Bartellone_Halsschmuck_cinis_Schmuckdesign.jpg","normalized","Halsschmuck Cinis, 2018. Pappmaché, versilbertes Kupfer, Citrine, rosa Amethyste, Turmaline, Perlen, Papier, Blattgold 22kt."
"Bodyfurnitures","","Ohrringe Dives, 2018. Pappmaché, Gold 750, versilbertes Kupfer, rosa Amethyste, Citrine, Türkispaste, Blattgold 22kt.","2018","image-133b5edd186329edcf36f2a348ba002e8993ce5c-1920x1300-jpg","54431_bodyfurnitures_gian-luca-bartellone_ohrringe-dives_schmuckdesign.jpg","bodyfurnitures_Gian-Luca-Bartellone_Ohrringe-Dives_Schmuckdesign.jpg","normalized","Ohrringe Dives, 2018. Pappmaché, Gold 750, versilbertes Kupfer, rosa Amethyste, Citrine, Türkispaste, Blattgold 22kt."
"Bodyfurnitures","","Ohrringe Fulgeo, 2018. Pappmaché, Gold 750, versilbertes Kupfer, grüne Amethyste, Blattgold 22kt.","2018","image-5b6081c76dc2e6ca4c778dff69498883c1207661-1920x1300-jpg","54433_bodyfurnitures_gian-luca-bartellone_ohrringe-fulgeo_schmuckdesign.jpg","bodyfurnitures_Gian-Luca-Bartellone_Ohrringe-Fulgeo_Schmuckdesign.jpg","normalized","Ohrringe Fulgeo, 2018. Pappmaché, Gold 750, versilbertes Kupfer, grüne Amethyste, Blattgold 22kt."
