Creator,Creator ID,Creator in Sanity,Title,Year,Image URL,Filename,Caption
"Kap-Sun Hwang","hEWOpVV05Nk2Wkv6vItIi9","Yes","Vase. Porzellan","","https://artaurea.de/wp-content/uploads/2013/12/Hwang-vase6.jpg","Hwang-vase6.jpg","Vase. Porzellan"
"Koichi Io","MnHq3gipaho0Iv07wkSEZi","Yes","Wirbelgefäß X. Patiniertes Shakudo (Kupfer -3%, Goldlegierung),","","https://artaurea.de/wp-content/uploads/2014/03/koichi-io-whirl-vi-ii.jpg","koichi-io-whirl-vi-ii.jpg","Wirbelgefäß X. Patiniertes Shakudo (Kupfer -3%, Goldlegierung), 33 × 33 × 15 cm."
"Koichi Io","MnHq3gipaho0Iv07wkSEZi","Yes","Wirbelgefäß VI.  999 Silber,","","https://artaurea.de/wp-content/uploads/2014/03/koichi-io-whirl-vi-1.jpg","koichi-io-whirl-vi-1.jpg","Wirbelgefäß VI.  999 Silber, 33 × 33 × 14 cm."
"Koichi Io","MnHq3gipaho0Iv07wkSEZi","Yes","Wirbelgefäß VI. 999 Silber, patiniertes Kuromidō (Kupfer-Antimon-Arsen-Legierung),","","https://artaurea.de/wp-content/uploads/2014/03/koichi-io-whirl-vessel-x.jpg","koichi-io-whirl-vessel-x.jpg","Wirbelgefäß VI. 999 Silber, patiniertes Kuromidō (Kupfer-Antimon-Arsen-Legierung), 33 × 33 × 14 cm."
"Koichi Io","MnHq3gipaho0Iv07wkSEZi","Yes","Wirbelgefäß XII. Patiniertes Kupfer,","","https://artaurea.de/wp-content/uploads/2014/03/Whirl-Vessel-XII-41.jpg","Whirl-Vessel-XII-41.jpg","Wirbelgefäß XII. Patiniertes Kupfer, 25 x 24 x 18 cm."
"Koichi Io","MnHq3gipaho0Iv07wkSEZi","Yes","Wirbelgefäß XII. 999 Silber, patiniertes Kuromidō (Kupfer-Antimon-Arsen-Legierung),","","https://artaurea.de/wp-content/uploads/2014/03/Whirl-Vessel-XII-32.jpg","Whirl-Vessel-XII-32.jpg","Wirbelgefäß XII. 999 Silber, patiniertes Kuromidō (Kupfer-Antimon-Arsen-Legierung), 23 x 23 x 18 cm."
"Koichi Io","MnHq3gipaho0Iv07wkSEZi","Yes","Wirbelgefäß XII. 999 Silber,","","https://artaurea.de/wp-content/uploads/2014/03/Whirl-Vessel-XII-21.jpg","Whirl-Vessel-XII-21.jpg","Wirbelgefäß XII. 999 Silber, 24 x 23 x 18 cm."
"Koichi Io","MnHq3gipaho0Iv07wkSEZi","Yes","Wirbelbox. Silber 970/000,950/000, handgezogen, getrieben, montiert,","2015","https://artaurea.de/wp-content/uploads/2014/03/koichi-io-whirl-box.jpg","koichi-io-whirl-box.jpg","Wirbelbox. Silber 970/000,950/000, handgezogen, getrieben, montiert, 95x95xh85mm, 2015"
"Ulrike Isensee","","No","Schalobjekt. Seide, Polyestergarn. Photo Vierfotografen","","https://artaurea.de/wp-content/uploads/2015/08/Ulrike-Isensee-Schal-1.jpg","Ulrike-Isensee-Schal-1.jpg","Schalobjekt. Seide, Polyestergarn. Photo Vierfotografen"
"Ulrike Isensee","","No","Loopschal, Stulpen. Seide mit Stahldraht, Baumwolle, Elasthan. Photo Vierfotografen","","https://artaurea.de/wp-content/uploads/2015/08/Ulrike-Isensee-Schal-3.jpg","Ulrike-Isensee-Schal-3.jpg","Loopschal, Stulpen. Seide mit Stahldraht, Baumwolle, Elasthan. Photo Vierfotografen"
"Ulrike Isensee","","No","Loopschal. Chiffonseide. Photo Vierfotografen","","https://artaurea.de/wp-content/uploads/2015/08/Ulrike-Isensee-Schal-4.jpg","Ulrike-Isensee-Schal-4.jpg","Loopschal. Chiffonseide. Photo Vierfotografen"
"Ulrike Isensee","","No","Schalobjekt. Microfaser in Lederoptik. Photo Vierfotografen","","https://artaurea.de/wp-content/uploads/2015/08/Ulrike-Isensee-Schal-5.jpg","Ulrike-Isensee-Schal-5.jpg","Schalobjekt. Microfaser in Lederoptik. Photo Vierfotografen"
