Item ID,Name,Slug
68e3ebf33d537c618e4ccd5f,Korbwaren,basketry
68e372b0abc75cda2dfc9882,Holzarbeiten,woodwork
68e372b0abc75cda2dfc9880,Textilien,textiles
68e372b0abc75cda2dfc987e,Metallarbeiten,metalwork
68e372b0abc75cda2dfc987c,Schmuck,jewelry
68e372b0abc75cda2dfc987a,Glas,glass
68e372b0abc75cda2dfc9878,Keramik,ceramics
