original_filename,name,method
"Interv. Art Aureagekürzt.2 doc","Art Aureagekürzt",file_pattern_b
"Lulu Bai.doc","Lulu Bai",file_pattern_b
"Lulu Bai_Brosche.jpg","Lulu Bai Brosche",file_pattern_b
"Clara Jackson Green Graffiti Bangle.jpg","Clara Jackson Green Graffiti",file_pattern_b
"Clara Jackson Cocoon Ring.jpg","Clara Jackson Cocoon Ring",file_pattern_b
"Clara Jackson Green Graffiti neckpiece.jpg","Clara Jackson Green Graffiti",file_pattern_b
"Estela Saez Vilanova_Idar-Oberstein.doc","Estela Saez Vilanova Idar",file_pattern_b
"Estela Saez Vilanova Brosche.jpg","Estela Saez Vilanova Brosche",file_pattern_b
"Selen Oezus Brosche come over.jpg","Selen Oezus Brosche",file_pattern_b
"Nadege Roscoe-Rumjahn Brosche.jpg","Nadege Roscoe Rumjahn Brosche",file_pattern_b
"Nadège Roscoe.doc","Nadège Roscoe",file_pattern_b
"Sarah Jones 2Tone Arm Piece.jpg","Sarah Jones",file_pattern_b
"Sarah Jones Oversized Neckpiece no.2.jpg","Sarah Jones Oversized Neckpiece",file_pattern_b
"Sarah Elizabeth Jones Brief CV.doc","Sarah Elizabeth Jones Brief",file_pattern_b
"Sarah Elizabeth Jones Statement about Work.doc","Sarah Elizabeth Jones Statement",file_pattern_b
"Sarah Jones Piece Descriptions.doc","Sarah Jones Piece Descriptions",file_pattern_b
"Phylicia Gilijamse Halsschmuck tak.jpg","Phylicia Gilijamse Halsschmuck",file_pattern_b
"MAD-faculty_Hannes Groffy_ArtAurea.pdf","Hannes Groffy",file_pattern_b
"MAD-faculty_Marleen Henot_ArtAurea.jpeg","Marleen Henot",file_pattern_b
"MAD-faculty_Marleen Henot_ArtAurea.pdf","Marleen Henot",file_pattern_b
"MAD-faculty_Sofie De Bakker_ArtAurea.jpeg","Sofie De Bakker",file_pattern_b
"MAD-faculty_Sofie De Bakker_ArtAurea.pdf","Sofie De Bakker",file_pattern_b
"David Huycke.doc","David Huycke",file_pattern_b
"Shin_Ja-Kyung.jpg","Shin Ja Kyung",file_pattern_b
"Koenig_Gunter.jpg","Koenig Gunter",file_pattern_b
"Bittl_Petra.jpg","Bittl Petra",file_pattern_b
"Seiffert_Hiawatha.jpg","Seiffert Hiawatha",file_pattern_b
"Schaupp_Isabell.jpg","Schaupp Isabell",file_pattern_b
"Arentz_Miriam.jpg","Arentz Miriam",file_pattern_b
"Reer_Cornelius.jpg","Reer Cornelius",file_pattern_b
"Olbrich_Wolfgang.jpg","Olbrich Wolfgang",file_pattern_b
"Frohn_Anna.jpg","Frohn Anna",file_pattern_b
"Sykora_Anna.jpg","Sykora Anna",file_pattern_b
"Kleine-Behnke_Ulrike.jpg","Kleine Behnke Ulrike",file_pattern_b
"Buehler_Friedemann.jpg","Buehler Friedemann",file_pattern_b
"Karinen_Kristiina.jpg","Karinen Kristiina",file_pattern_b
"Scheid_Sebastian.jpg","Scheid Sebastian",file_pattern_b
"Nuetzel_Melanie.jpg","Nuetzel Melanie",file_pattern_b
"Bablok_Karin.jpg","Bablok Karin",file_pattern_b
"Link_Stephanie.jpg","Link Stephanie",file_pattern_b
"Wolf_Irene.jpg","Wolf Irene",file_pattern_b
"Hain_Gabriele.jpg","Hain Gabriele",file_pattern_b
"Schaetzlein_Verena-Salon_Elfi.jpg","Schaetzlein Verena Salon Elfi",file_pattern_b
"Stelz_Katja.jpg","Stelz Katja",file_pattern_b
".Memeo Dimitar Delchev-engl.doc.plist","Memeo Dimitar Delchev",file_pattern_b
".Memeo Lübbers bis Zimmermann gekuerzt.doc.plist","Memeo Lübbers",file_pattern_b
"Viten Grassimesse.doc","Viten Grassimesse",file_pattern_b
"Hochschulen Grassimesse gekuerzt.doc","Hochschulen Grassimesse",file_pattern_b
"Abel-Kremer bis Löbach@2011-09-01T17;29;39.doc","Abel Kremer",file_pattern_b
"Abel-Kremer usw kurz-korr.doc","Abel Kremer",file_pattern_b
".Memeo Lübbers bis Zimmermann.doc.plist","Memeo Lübbers",file_pattern_b
".Memeo Kamal Deep Kaur-engl.doc.plist","Memeo Kamal Deep Kaur",file_pattern_b
"Viten Grassimesse@2011-09-01T17;31;56.doc","Viten Grassimesse",file_pattern_b
"Nachtrag Grassimesse.doc","Nachtrag Grassimesse",file_pattern_b
".Memeo Viten Grassimesse.doc.plist","Memeo Viten Grassimesse",file_pattern_b
".Memeo Hochschulen Grassimesse sortiert.doc.plist","Memeo Hochschulen Grassimesse",file_pattern_b
".Memeo Hochschulen Texte Grassimesse.doc.plist","Memeo Hochschulen Texte Grassimesse",file_pattern_b
"Viten Grassimesse@2011-09-01T17;15;46.doc","Viten Grassimesse",file_pattern_b
".Memeo Abel-Kremer bis Amstutzgekürzt.doc.plist","Memeo Abel Kremer",file_pattern_b
"Abel-Kremer bis Löbach@2011-09-01T17;28;52.doc","Abel Kremer",file_pattern_b
".Memeo Hochschulen Grassimesse gekuerzt.doc.plist","Memeo Hochschulen Grassimesse",file_pattern_b
"Abel-Kremer bis Löbach.doc","Abel Kremer",file_pattern_b
"Abel-Kremer bis ... gekürzt@2011-09-05T10;24;56.doc","Abel Kremer",file_pattern_b
".Memeo Margit Jaeschke.doc.plist","Memeo Margit Jaeschke",file_pattern_b
".Memeo Dimitar Delchev-deutschkorr.doc.plist","Memeo Dimitar Delchev",file_pattern_b
".Memeo Friedemann Buehler.doc.plist","Memeo Friedemann Buehler",file_pattern_b
"Abel-Kremer bis ... gekürzt.doc","Abel Kremer",file_pattern_b
".Memeo Abel-Kremer usw kurz-korr.doc.plist","Memeo Abel Kremer",file_pattern_b
"Dimitar Delchev-deutschkorr.doc","Dimitar Delchev",file_pattern_b
"Friedemann Buehler.doc","Friedemann Buehler",file_pattern_b
".Memeo Kamal Deep Kaur-deutschkorr.doc.plist","Memeo Kamal Deep Kaur",file_pattern_b
"Kamal Deep Kaur-deutschkorr.doc","Kamal Deep Kaur",file_pattern_b
".Memeo Lübbers bis Zimmermann gekuerzt-korr.doc.plist","Memeo Lübbers",file_pattern_b
".Memeo Abel-Kremer bis ... gekürzt.doc.plist","Memeo Abel Kremer",file_pattern_b
"Hochschulen Grassimesse gekuerzt@2011-09-09T10;42;34.doc","Hochschulen Grassimesse",file_pattern_b
"Abel-Kremer bis ... gekürzt@2011-09-05T10;37;51.doc","Abel Kremer",file_pattern_b
".Memeo Abel-Kremer bis Löbach.doc.plist","Memeo Abel Kremer",file_pattern_b
"Abel-Kremer bis Amstutzgekürzt.doc","Abel Kremer",file_pattern_b
"Kamal Deep Kaur-engl.doc","Kamal Deep Kaur",file_pattern_b
"Dimitar Delchev-engl.doc","Dimitar Delchev",file_pattern_b
"Hochschulen Texte Grassimesse.doc","Hochschulen Texte Grassimesse",file_pattern_b
".Memeo Hochschulen Texte Grassimesse-Original.doc.plist","Memeo Hochschulen Texte Grassimesse",file_pattern_b
"Hochschulen Texte Grassimesse-bearb.doc","Hochschulen Texte Grassimesse",file_pattern_b
"Hochschulen Texte Grassimesse-Original.doc","Hochschulen Texte Grassimesse Original",file_pattern_b
".Memeo Hochschulen Texte Grassimesse-bearb.doc.plist","Memeo Hochschulen Texte Grassimesse",file_pattern_b
".Memeo Kamal Deep Kaur-deutsch.doc.plist","Memeo Kamal Deep Kaur",file_pattern_b
".Memeo Dimitar Delchev-deutsch.doc.plist","Memeo Dimitar Delchev",file_pattern_b
"Kamal Deep Kaur-deutsch.doc","Kamal Deep Kaur",file_pattern_b
"Hochschulen Grassimesse sortiert.doc","Hochschulen Grassimesse",file_pattern_b
"Dimitar Delchev-deutsch.doc","Dimitar Delchev",file_pattern_b
"Hochschulen Texte Grassimesse@2011-09-01T16;52;48.doc","Hochschulen Texte Grassimesse",file_pattern_b
".Memeo Nachtrag Grassimesse.doc.plist","Memeo Nachtrag Grassimesse",file_pattern_b
"Abel-Kremer usw kurz-korr@2011-09-05T16;51;25.doc","Abel Kremer",file_pattern_b
"Margit Jaeschke.doc","Margit Jaeschke",file_pattern_b
"Hochschulen Texte Grassimesse@2011-09-01T16;50;20.doc","Hochschulen Texte Grassimesse",file_pattern_b
"Lübbers, Esther - Wege IV.JPG","Esther Wege",file_pattern_b
"Menzel, Helmut -  Espressobecher.JPG","Helmut Espressobecher",file_pattern_b
"HS Anhalt Spiel 03 - Kathleen Krahl - Fenoplus.jpg","Anhalt Spiel",file_pattern_b
"Kristiina Karinen-06 07 11-020 BLACKROBE Mantel 2011 95% Merino extrafine 5% Elastan Fotograf Ingo Misiak.tif","Kristiina Karinen",file_pattern_b
"Kristiina Karinen-06 07 11-024 BLACKROBE Mantel 2011 95% Merino extrafine 5% Elastan Fotograf Ingo Misiak.tif","Kristiina Karinen",file_pattern_b
"Vorlegebesteck Text.doc","Vorlegebesteck Text",file_pattern_b
"Nachtrag Karinen BU.doc","Nachtrag Karinen",file_pattern_b
"grassi_zwischenstand Korrektur Grassimuseum.pdf","Korrektur Grassimuseum",file_pattern_b
"Senger Tierpuppen - Senger, Volker - Hund-Schlenker.jpg","Senger Tierpuppen Senger",file_pattern_b
"C.G.G. Schoenfeld - Mohairdecke.JPG","Schoenfeld Mohairdecke",file_pattern_b
"Kristiina Karinen-06 07 11-032 BLACKROBE Mantel 2011 95% Merino extrafine 5% Elastan Fotograf Ingo Misiak.tif","Kristiina Karinen",file_pattern_b
"Moeller, Andreas - Schals CIELLO.jpg","Andreas Schals",file_pattern_b
"Kaur, Kamal Deep - Schal Circles and stripes.jpg","Kamal Deep Schal Circles",file_pattern_b
"GELA-Huete - Wandelt, Angela - Hüte.jpg","Huete Wandelt",file_pattern_b
"Heise, Pia - Lederjacke.tif","Pia Lederjacke",file_pattern_b
"Klose, Angelika - Hut Athena.jpg","Angelika Hut Athena",file_pattern_b
"Schmitthut - Schmitt, Susanne - Hut Trude.jpg","Schmitthut Schmitt",file_pattern_b
"Ballnath_Joerg.jpg","Ballnath Joerg",file_pattern_b
"Roesner, Heike - Objekt Waldesruh.jpg","Heike Objekt Waldesruh",file_pattern_b
"Marcks Sonngard - Kanne.jpg","Marcks Sonngard Kanne",file_pattern_b
"Abel-Kremer Sybille - Gefß.jpg","Abel Kremer Sybille Gef",file_pattern_b
"Schumacher, Susanne - Schichtgefäße.jpg","Susanne Schichtgefäße",file_pattern_b
"Luetzel, Josephine - Leuchterpaar.jpg","Josephine Leuchterpaar",file_pattern_b
"Grinat_Christiane.jpg","Grinat Christiane",file_pattern_b
"Klein_Monika.jpg","Klein Monika",file_pattern_b
"Brutto Gusto - TRE GOLE.jpg","Brutto Gusto",file_pattern_b
"Hellermann, Friedericke von - Heftumschlag Praha.tif","Heftumschlag Praha",file_pattern_b
"Loebach, Gunther - Messer Black Kitchen Mistress.jpg","Gunther Messer Black Kitchen",file_pattern_b
"Karin Bablok_01.JPG","Karin Bablok",file_pattern_b
"Menzel, Helmut - Vasen.JPG","Helmut Vasen",file_pattern_b
"Burg Buchkunst - Kristina Heinrichs - Wittgenstein.jpg","Burg Buchkunst Kristina Heinrichs",file_pattern_b
"Gard_Jay.jpg","Gard Jay",file_pattern_b
"Lübbers, Esther - Wege V.JPG","Esther Wege",file_pattern_b
"Heise, Susan - Schalensatz.tif","Susan Schalensatz",file_pattern_b
"Gahbler, Heri - Schale Wandel-7.jpg","Heri Schale Wandel",file_pattern_b
"Zimmermann, Sabine - Schale Loop.jpg","Sabine Schale Loop",file_pattern_b
"Amstutz, Barbara - Muestair.jpg","Barbara Muestair",file_pattern_b
"Angewandte Kunst Schneeberg - Sophie Valentin - Libellen.JPG","Angewandte Kunst Schneeberg Sophie",file_pattern_b
"Burg Glas- und Keramikdesign - Lisa Kaufmann - Stangengläser.jpg","Burg Glas",file_pattern_b
"Burg Glas- und Keramikdesign - Daniela Abendroth - Trinkglas & Karaffen.jpg","Burg Glas",file_pattern_b
"Bauhaus-Uni Weimar 04.tif","Bauhaus Uni Weimar",file_pattern_b
"HS Anhalt Spiel 01 - Kathleen Krahl - Fenoplus.jpg","Anhalt Spiel",file_pattern_b
"HS Anhalt Spiel 02 - Kathleen Krahl - Fenoplus.jpg","Anhalt Spiel",file_pattern_b
"HS Anhalt Shop.jpg","Anhalt Shop",file_pattern_b
"Bauhaus-Uni Weimar 02.tif","Bauhaus Uni Weimar",file_pattern_b
"Bauhaus-Uni Weimar 03.tif","Bauhaus Uni Weimar",file_pattern_b
"Bauhaus-Uni Weimar 05.tif","Bauhaus Uni Weimar",file_pattern_b
"Bauhaus-Uni Weimar 06.tif","Bauhaus Uni Weimar",file_pattern_b
"Bauhaus-Uni Weimar Geschirr.jpg","Bauhaus Uni Weimar Geschirr",file_pattern_b
"Bauhaus-Uni Weimar 01.tif","Bauhaus Uni Weimar",file_pattern_b
"Burg Giebichenstein Textil 01.jpg","Burg Giebichenstein Textil",file_pattern_b
"Burg Giebichenstein Textil 02.jpg","Burg Giebichenstein Textil",file_pattern_b
"Burg Giebichenstein Textil 03.jpg","Burg Giebichenstein Textil",file_pattern_b
"Hildesheim - Alexander Seitz - Klangformen.jpg","Hildesheim Alexander Seitz Klangformen",file_pattern_b
"Hildesheim - Melanie Blessmann.JPG","Hildesheim Melanie Blessmann",file_pattern_b
"Wilmes, Martin - Tisch Loop 01.jpg","Martin Tisch Loop",file_pattern_b
"Wilmes, Martin - Tisch Loop 02.jpg","Martin Tisch Loop",file_pattern_b
"Wilmes, Martin - Tisch Loop 03.jpg","Martin Tisch Loop",file_pattern_b
"Schmah, Beatrix - Ohrschmuck Maßwerk.jpg","Beatrix Ohrschmuck Maßwerk",file_pattern_b
"Hagmann, Birgit - Brosche.jpg","Birgit Brosche",file_pattern_b
"Veers, Lilli - Ansteckschmuck.jpg","Lilli Ansteckschmuck",file_pattern_b
"Spitzer, Silke - Dreigablige Holzkette.jpg","Silke Dreigablige Holzkette",file_pattern_b
"Kaufmann Ulla & Martin - Armreif WOGE.jpg","Kaufmann Ulla",file_pattern_b
"Eismann Beate - Halsschmuck.jpg","Eismann Beate Halsschmuck",file_pattern_b
"Jaeschke Margit - Brosche.jpg","Jaeschke Margit Brosche",file_pattern_b
"Veit Gabi - Ring bergwerk.jpg","Veit Gabi Ring",file_pattern_b
"Braeuer Antje - Brosche.jpg","Braeuer Antje Brosche",file_pattern_b
"Gruener Tamara - Halsschmuck Dorium.jpg","Gruener Tamara Halsschmuck Dorium",file_pattern_b
"Trekel Silke - Brosche Kreuz.jpg","Trekel Silke Brosche Kreuz",file_pattern_b
"Delchev, Dimitar - Brosche.jpg","Dimitar Brosche",file_pattern_b
"Matthias Christine - Objekt Für Karl.jpg","Matthias Christine Objekt Für",file_pattern_b
"Matzakow, Jasmin - Brosche Zwischen Berg und Tal 2.jpg","Jasmin Brosche Zwischen Berg",file_pattern_b
"Jock, Leonore - Broschen Klunker für Uschi.jpg","Leonore Broschen Klunker",file_pattern_b
"Apoussidou, Aliki - Ring.jpg","Aliki Ring",file_pattern_b
"Menzel, Gertrud - Anhänger.JPG","Gertrud Anhänger",file_pattern_b
"Schabert, Karla - Ohrschmuck Spezial 1 rot.jpg","Karla Ohrschmuck Spezial",file_pattern_b
"Liebe Frau Epple.doc","Liebe Frau Epple",file_pattern_b
"Vereinbarung Grassimesse.doc","Vereinbarung Grassimesse",file_pattern_b
"Detlef Liefertz, , 079.jpg","Detlef Liefertz",file_pattern_b
"Joerg Meinel.jpg","Joerg Meinel",file_pattern_b
"Sylvia Schade.doc","Sylvia Schade",file_pattern_b
"Fotostrecke Hintergrund-Information.doc","Fotostrecke Hintergrund Information",file_pattern_b
"Frank Brinkmann, 025_Bea.jpg","Frank Brinkmann",file_pattern_b
"Daniela und Thomas Seidel, 238_Bea.jpg","Thomas Seidel",file_pattern_b
"Foto Sylvia Schade, 242 b.jpg","Foto Sylvia Schade",file_pattern_b
"Foto Sylvia Schade, 217 b.jpg","Foto Sylvia Schade",file_pattern_b
"Foto Sylvia Schade, 047 a.jpg","Foto Sylvia Schade",file_pattern_b
"Foto Sylvia Schade, 063 a.jpg","Foto Sylvia Schade",file_pattern_b
"Foto Sylvia Schade, 136 a.jpg","Foto Sylvia Schade",file_pattern_b
"Foto Sylvia Schade, 239 ccc.jpg","Foto Sylvia Schade",file_pattern_b
"Foto Sylvia Schade, 137_Bea.jpg","Foto Sylvia Schade",file_pattern_b
"Foto Sylvia Schade, M a.jpg","Foto Sylvia Schade",file_pattern_b
"Foto Sylvia Schade, 025 a.jpg","Foto Sylvia Schade",file_pattern_b
"Fotostrecke Leipzig.doc","Fotostrecke Leipzig",file_pattern_b
"Kim Wortelkamp.jpg","Kim Wortelkamp",file_pattern_b
"Dr. Beate Schuecking, 120_Bea.jpg","Beate Schuecking",file_pattern_b
"Vita Sylvia Schade.doc","Vita Sylvia Schade",file_pattern_b
"Dr. Irene Mildenberger, 062.jpg","Irene Mildenberger",file_pattern_b
"Niels Gormsen 024_Bea.jpg","Niels Gormsen",file_pattern_b
"Sylvia Schade Interwiev.doc","Sylvia Schade Interwiev",file_pattern_b
"Swantje Henning, 141_Bea.jpg","Swantje Henning",file_pattern_b
"Gregor Meyer, , 066_Bea.jpg","Gregor Meyer",file_pattern_b
"Smeets-Vortrag.doc","Smeets Vortrag",file_pattern_b
"Druckversion Barbara Schmidt für AA 4 2011.doc","Druckversion Barbara Schmidt",file_pattern_b
"Endfassung Barbara Schmidt für AA 4 2011.doc","Endfassung Barbara Schmidt",file_pattern_b
"Foto Legenden neu.doc","Foto Legenden",file_pattern_b
"Schmidt_Barbara_Portrait01.jpg","Schmidt Barbara",file_pattern_b
"Centuries_Pasta_Grande.jpg","Centuries Pasta Grande",file_pattern_b
"Five Senses.jpg","Five Senses",file_pattern_b
"Centuries_Feston.jpg","Centuries Feston",file_pattern_b
"Leuchter_Barock.jpg","Leuchter Barock",file_pattern_b
"Schmidt_Barbara_Portrait02.jpg","Schmidt Barbara",file_pattern_b
"Update Turm.jpg","Update Turm",file_pattern_b
"Zwiebel_Ausgangsmotiv.jpg","Zwiebel Ausgangsmotiv",file_pattern_b
"Inhaltsverzeichnis Seite 2.doc","Inhaltsverzeichnis Seite",file_pattern_b
"Martin Rinderknecht.doc","Martin Rinderknecht",file_pattern_b
"Vertrieb Grassi.doc","Vertrieb Grassi",file_pattern_b
"Hefte Zeughausmesse.doc","Hefte Zeughausmesse",file_pattern_b
"Ludwig_Art aurea_1_german.doc","Ludwig Art",file_pattern_b
"Reka Loerincz Stage-Jewellery 3.jpg","Reka Loerincz Stage Jewellery",file_pattern_b
"Sterling Gallery.doc","Sterling Gallery",file_pattern_b
"CV Eng Toth Zoltan 2011_05_11.doc","Eng Toth Zoltan",file_pattern_b
"CV Adam Krisztian.doc","Adam Krisztian",file_pattern_b
"Dear Réka Lörincz.doc","Dear Réka Lörincz",file_pattern_b
"Shopping Madonna.jpg","Shopping Madonna",file_pattern_b
"Reka Loerincz BU.doc","Reka Loerincz",file_pattern_b
"Shopping-Madonna.jpg","Shopping Madonna",file_pattern_b
"Reinhold_Reka Lorincz.jpg","Reinhold Reka Lorincz",file_pattern_b
"Reka Lörincz_2_german.doc","Reka Lörincz",file_pattern_b
"First Questions to Réka Lörincz.doc","First Questions",file_pattern_b
"Dau Logo.jpg","Dau Logo",file_pattern_b
"AnZ_ArtAurea_Okt_Niessing_230x302_moving_stars.pdf","Okt Niessing",file_pattern_b
"Peter Hoogeboom_North Sea 5.jpg","Peter Hoogeboom North Sea",file_pattern_b
"Petra Zimmermann_no title.jpg","Petra Zimmermann",file_pattern_b
"pressrelease Award Cominelli 2011_50 authors ENG.pdf","Award Cominelli",file_pattern_b
"Ruudt Peters_Anima Platina Pious.JPG","Ruudt Peters Anima Platina",file_pattern_b
"Sungho Cho_Samsara.jpg","Sungho Cho Samsara",file_pattern_b
"Barbara Paganin_Cavolo Arancione.jpg","Barbara Paganin Cavolo Arancione",file_pattern_b
"Felieke Van Der Leest_Billy Bang.jpg","Felieke Van Der Leest",file_pattern_b
"Cominelli Award 2011korr.doc","Cominelli Award",file_pattern_b
"Jochum Programma.jpg","Jochum Programma",file_pattern_b
"Kwangho Lee Orange Standard Lamp.jpg","Kwangho Lee Orange Standard",file_pattern_b
"Blick nach Westen für Art Aurea 4  2011.doc","Art Aurea",file_pattern_b
"Kwangho Lee Orange Standard Lamp.tif","Kwangho Lee Orange Standard",file_pattern_b
"COFAA André Kirbach Kunsthandel Text zu Teedose.docx","André Kirbach Kunsthandel Text",file_pattern_b
"Weitere Bildunterschriften.doc","Weitere Bildunterschriften",file_pattern_b
"Vase Daum.jpg","Vase Daum",file_pattern_b
"Vase Scozzese.jpg","Vase Scozzese",file_pattern_b
"Lampe Gallé.jpg","Lampe Gall",file_pattern_b
"Pulcini - Vögel.jpg","Pulcini Vögel",file_pattern_b
"Copper Patina Guggenheim Vessel, Lewis 1991.jpg","Copper Patina Guggenheim Vessel",file_pattern_b
"Hessische Staatspreise 2011.doc","Hessische Staatspreise",file_pattern_b
"Modell Traumstern.jpg","Modell Traumstern",file_pattern_b
"Ni_Auracollier_035.tif","Ni Auracollier",file_pattern_b
"Ni_Auracollier_018.jpg","Ni Auracollier",file_pattern_b
"Schürze_Ansicht_E1_cv.pdf","Schürze Ansicht",file_pattern_b
"Küster-Duncker.doc","Küster Duncker",file_pattern_b
"Ateliergemeinschaft Claudia Küster & mareen alburg duncker.doc","Ateliergemeinschaft Claudia Küster",file_pattern_b
"Sehr geehrte Frau Fischer.doc","Frau Fischer",file_pattern_b
"Galerie Heller.png","Galerie Heller",file_pattern_b
"Galerie Heller-Susan O Byrne.doc","Galerie Heller Susan",file_pattern_b
"Loupiotte Leuchten.doc","Loupiotte Leuchten",file_pattern_b
"OT Frawaschi Presse und Messe.jpg","Frawaschi Presse",file_pattern_b
"Catherine Grigull.doc","Catherine Grigull",file_pattern_b
"Ruprecht Holsten.doc","Ruprecht Holsten",file_pattern_b
"Halsschmuck Quader.jpg","Halsschmuck Quader",file_pattern_b
"Galerie Mangold.doc","Galerie Mangold",file_pattern_b
"Bowl-Ohrhänger aus Roségold 750 mit Feueropal-Cabochons.TIF","Bowl Ohrhänger",file_pattern_b
"Erich Zimmermann Mail.doc","Erich Zimmermann Mail",file_pattern_b
"Rosenschliff-Ohrhänger aus Roségold 750 mit Chalcedon.tif","Rosenschliff Ohrhänger",file_pattern_b
"Bowl-Anhänger aus Roségold 750 mit ovalem Feueropal-Cabochon.TIF","Bowl Anhänger",file_pattern_b
"Bowl-Ohrhänger aus Graugold 750 mit Aquamarin-Cabochons.TIF","Bowl Ohrhänger",file_pattern_b
"Galerie Eva Maisch.doc","Galerie Eva Maisch",file_pattern_b
"Galerie Michaela Binder-Pressetext.doc","Galerie Michaela Binder Pressetext",file_pattern_b
"Werkstattgalerie Brodhag.doc","Werkstattgalerie Brodhag",file_pattern_b
"Galerie Rosemarie Jaeger_EN.doc","Galerie Rosemarie Jaeger",file_pattern_b
"Konrad Laimer Armreif Rebhaut.JPG","Konrad Laimer Armreif Rebhaut",file_pattern_b
"Konrad Laimer.doc","Konrad Laimer",file_pattern_b
"Ute Strothotte.doc","Ute Strothotte",file_pattern_b
"Ring Pusher IV.jpg","Ring Pusher",file_pattern_b
"Rüdiger Lorenzen.doc","Rüdiger Lorenzen",file_pattern_b
"Pinky_Spreng-Armband.jpeg","Pinky Spreng Armband",file_pattern_b
"Alle Aussteller_Foto+Text_1.Version.doc","Alle Aussteller",file_pattern_a
"Alle Aussteller_Foto+Text_1.Version.doc","Alle Aussteller Foto",file_pattern_b
"Art Aurea.doc","Art Aurea",file_pattern_b
"Designpreis Rheinland Pfalz 2011.doc","Designpreis Rheinland Pfalz",file_pattern_b
"Niessing Spannring pink.jpg","Niessing Spannring",file_pattern_b
"Niessing Spannring XL.jpg","Niessing Spannring",file_pattern_b
"2011-07-13 Niessing Bouton.pdf","Niessing Bouton",file_pattern_b
"Niessing Bouton orange.jpg","Niessing Bouton",file_pattern_b
"Niessing Bouton pink.jpg","Niessing Bouton",file_pattern_b
"Niessing Bouton.jpg","Niessing Bouton",file_pattern_b
"Niessing Spannring orange.jpg","Niessing Spannring",file_pattern_b
"Isabella Pikart.doc","Isabella Pikart",file_pattern_b
"Galerie Heller_Brasilien.doc","Galerie Heller Brasilien",file_pattern_b
"365_Solo-Matine_Inspirations_A5.jpg","Solo Matine Inspirations",file_pattern_b
"Brigitte Adolph_uso_PM_7-2011_!.pdf","Brigitte Adolph",file_pattern_b
"Huete Layout.png","Huete Layout",file_pattern_b
"Silke_Spitzer_14.jpg","Silke Spitzer",file_pattern_b
"Silke_Spitzer_20.jpg","Silke Spitzer",file_pattern_b
"Silke_Spitzer_27.jpg","Silke Spitzer",file_pattern_b
"Galerie Rosemarie Jäger_EN.doc","Galerie Rosemarie Jäger",file_pattern_b
"Astrid Keller:Simone Geißler für Objects.png","Astrid Keller",file_pattern_b
"1_Astrid Keller.jpg","Astrid Keller",file_pattern_b
"2_Astrid Keller.jpg","Astrid Keller",file_pattern_b
"3_Astrid Keller.jpg","Astrid Keller",file_pattern_b
"4_Astrid Keller.jpg","Astrid Keller",file_pattern_b
"Su Kroker Schmuckvirus.doc","Su Kroker Schmuckvirus",file_pattern_b
"Isabella Hund.png","Isabella Hund",file_pattern_b
"Martina Ritscher.png","Martina Ritscher",file_pattern_b
"Antje Liebscher.png","Antje Liebscher",file_pattern_b
"Leuchten Doppelseite.png","Leuchten Doppelseite",file_pattern_b
"Batho Guendra.png","Batho Guendra",file_pattern_b
"Yutaka Minegishi–Ring schwarz.jpg","Yutaka Minegishi",file_pattern_b
"Irina Wege–Hund.jpg","Irina Wege",file_pattern_b
"Jan Wege Tombakvase.png","Jan Wege Tombakvase",file_pattern_b
"Koji Hatakeyama.jpg","Koji Hatakeyama",file_pattern_b
"Yutaka Minegishi–Ring rot.jpg","Yutaka Minegishi",file_pattern_b
"Galerie Jaeger.png","Galerie Jaeger",file_pattern_b
"Photodescription Koji   1.doc","Photodescription Koji",file_pattern_b
"Von Irina Wege werden Bronzegüsse von.doc","Von Irina Wege",file_pattern_b
"Koji Hatakeyama.doc","Koji Hatakeyama",file_pattern_b
"Bosch-Text.doc","Bosch Text",file_pattern_b
"Koji Hatakeyama Metallgefaess.jpg","Koji Hatakeyama Metallgefaess",file_pattern_b
"Koji Mail.doc","Koji Mail",file_pattern_b
"Jiro Kamata, Brosche ""Arboresque"", 2010, Nr.1 .jpeg","Jiro Kamata",file_pattern_b
"Niessing Schnur und Anhänger.pdf","Niessing Schnur",file_pattern_b
"Martina Ritscher-2.doc","Martina Ritscher",file_pattern_b
"K1210-Huari-Textil.jpg","Huari Textil",file_pattern_b
"K1225-Tiv-Figur.jpg","Tiv Figur",file_pattern_b
"2-Filla-Bild.jpg","Filla Bild",file_pattern_b
"K1206-Dogon-Figur.jpg","Dogon Figur",file_pattern_b
"8-Sonderborg-Tusche.jpg","Sonderborg Tusche",file_pattern_b
"K1124-Daishin-Kalligraphie.jpg","Daishin Kalligraphie",file_pattern_b
"Michaux-Tusche.jpg","Michaux Tusche",file_pattern_b
"Etrusker-Figur.jpg","Etrusker Figur",file_pattern_b
"6-Kohl-Zeichnung.jpg","Kohl Zeichnung",file_pattern_b
"4-Lueckeroth-Magmation.jpg","Lueckeroth Magmation",file_pattern_b
"K1224-Koch-Bild.jpg","Koch Bild",file_pattern_b
"K1209-Lueckeroth-Skriptographie.jpg","Lueckeroth Skriptographie",file_pattern_b
"Legenden Kirbach.doc","Legenden Kirbach",file_pattern_b
"André Kirbachtext.doc","André Kirbachtext",file_pattern_b
"Ausstellung Kirbach.doc","Ausstellung Kirbach",file_pattern_b
"André Kirbach.jpg","André Kirbach",file_pattern_b
"Kirbach-Legenden.doc","Kirbach Legenden",file_pattern_b
