original_filename,name,method
"Niessing_Corporate-Design_Logo_Schmetterling_1c_Grenadine.eps","Niessing Corporate Design Logo",file_pattern_b
"Niessing_Corporate-Design_Logo_Wortmarke_0c_White.eps","Niessing Corporate Design Logo",file_pattern_b
"Foto_Thomas Kurer_neue foto folgt!.jpg","Foto Thomas Kurer",file_pattern_b
"7 Fabijanic_Zumtor.jpg","Fabijanic Zumtor",file_pattern_b
"8 Haus_Zumthor.jpg","Haus Zumthor",file_pattern_b
"9 Zumthor_Pavilion.jpg","Zumthor Pavilion",file_pattern_b
"Dear_to_Me_Gerda_Steiner_Joerg_Lenzlinger_Lungenkraut_2_.jpg","Me Gerda",file_pattern_b
"Dear_to_Me_Gerda_Steiner_Joerg_Lenzlinger_Lungenkraut_6_.jpg","Me Gerda",file_pattern_b
"Einladungsheft_Peter_Zumthor_Dear_to_Me.pdf","Einladungsheft Peter Zumthor",file_pattern_b
"Bague Memoneto Mori-∏KFAERBER.tif","Bague Memoneto Mori",file_pattern_b
"Opium Velourosa Purpra.tiff","Opium Velourosa Purpra",file_pattern_b
"Foto_Nico Polli und Simon Mager.jpg","Foto Nico Polli",file_pattern_b
"Foto_Tobias Binder_00.JPG","Foto Tobias Binder",file_pattern_b
"Foto_Nico Polli und Simon Mager_01.jpg","Foto Nico Polli",file_pattern_b
"Foto_Tobias Binder_01.JPG","Foto Tobias Binder",file_pattern_b
"Dörfer Frieda_by Janusch Tschech_Y6K0245 Kopie.tif","Dörfer Frieda",file_pattern_b
"Frieda_Dörfer_26.09.pdf","Frieda Dörfer",file_pattern_b
"Lucia_Schwalenberg_26.09.pdf","Lucia Schwalenberg",file_pattern_b
"Peter_Burger_26.09.pdf","Peter Burger",file_pattern_b
"Vorspann_Kleine Werkstätten.docx","Vorspann Kleine Werkstätten",file_pattern_b
"Ulrike_Ullmann_26.09.pdf","Ulrike Ullmann",file_pattern_b
"Vorspann_Kleine Werkstätten.odt","Vorspann Kleine Werkstätten",file_pattern_b
"Südwestdeutscher Keramikpreis_Magazin_EN.doc","Südwestdeutscher Keramikpreis Magazin",file_pattern_b
"Zumthor Bregenz.doc","Zumthor Bregenz",file_pattern_b
"Galerie Heller.doc","Galerie Heller",file_pattern_b
"Art_Aurea_ct_2014.pdf","Art Aurea",file_pattern_b
"AA_55-Bettina Speckner-8.icml","Bettina Speckner",file_pattern_b
"AA_55-Inhalt  Contents-9.icml","Inhalt Contents",file_pattern_b
"AA_55-Robert Hoffmann-24.icml","Robert Hoffmann",file_pattern_b
"AA_55-28 Robert Hoffmann-1.icml","Robert Hoffmann",file_pattern_b
"AA_55-Akio Takamori Retr-4.icml","Akio Takamori Retr",file_pattern_b
"AA_55-Anandoloy Rudrapur-3.icml","Anandoloy Rudrapur",file_pattern_b
"AA_55-Anna Heringer-37.icml","Anna Heringer",file_pattern_b
"AA_55-Anna Heringer-38.icml","Anna Heringer",file_pattern_b
"AA_55-Anna Heringer-39.icml","Anna Heringer",file_pattern_b
"AA_55-Anna Heringer-40.icml","Anna Heringer",file_pattern_b
"AA_55-Anna Heringer-41.icml","Anna Heringer",file_pattern_b
"AA_55-Anna Heringer-42.icml","Anna Heringer",file_pattern_b
"AA_55-Anna Heringer-43.icml","Anna Heringer",file_pattern_b
"AA_55-Anna Heringer-44.icml","Anna Heringer",file_pattern_b
"AA_55-Anzeigen  Advertis-4.icml","Anzeigen Advertis",file_pattern_b
"AA_55-Bettina Speckner s-4.icml","Bettina Speckner",file_pattern_b
"AA_55-Bettina Speckner-9.icml","Bettina Speckner",file_pattern_b
"AA_55-Bettina Speckners -4.icml","Bettina Speckners",file_pattern_b
"AA_55-Building With Loam-7.icml","Building With Loam",file_pattern_b
"AA_55-Ceramics Encounter-4.icml","Ceramics Encounter",file_pattern_b
"AA_55-Claude Champy-8.icml","Claude Champy",file_pattern_b
"AA_55-Claude Champy-9.icml","Claude Champy",file_pattern_b
"AA_55-Curators Choice-17.icml","Curators Choice",file_pattern_b
"AA_55-Curators Choice-18.icml","Curators Choice",file_pattern_b
"AA_55-Curators Choice-19.icml","Curators Choice",file_pattern_b
"AA_55-Das Gästehaus RoSa-3.icml","Das Gästehaus",file_pattern_b
"AA_55-Der Earth Campus i-3.icml","Der Earth Campus",file_pattern_b
"AA_55-Die Hochschule Hil-4.icml","Die Hochschule Hil",file_pattern_b
"AA_55-Handwerk  Design 2-3.icml","Handwerk Design",file_pattern_b
"AA_55-Heike Stuckstedde-8.icml","Heike Stuckstedde",file_pattern_b
"AA_55-Heike Stuckstedde-9.icml","Heike Stuckstedde",file_pattern_b
"AA_55-Im Fokus der Ausst-4.icml","Im Fokus",file_pattern_b
"AA_55-Inhalt  Contents-8.icml","Inhalt Contents",file_pattern_b
"AA_55-Linke Seite Akio T-4.icml","Linke Seite Akio",file_pattern_b
"AA_55-Linke Seite Bamber-4.icml","Linke Seite Bamber",file_pattern_b
"AA_55-Linke Seite Die Me-4.icml","Linke Seite Die Me",file_pattern_b
"AA_55-Linke Seite Kunst -3.icml","Linke Seite Kunst",file_pattern_b
"AA_55-Linke Seite oben D-4.icml","Linke Seite",file_pattern_b
"AA_55-Links Der Raum für-3.icml","Links Der Raum",file_pattern_b
"AA_55-Massimo Micheluzz-16.icml","Massimo Micheluzz",file_pattern_b
"AA_55-Massimo Micheluzz-17.icml","Massimo Micheluzz",file_pattern_b
"AA_55-Ein Wegbereiter de-2.icml","Ein Wegbereiter",file_pattern_b
"AA_55-Eine Soloshow in d-4.icml","Eine Soloshow",file_pattern_b
"AA_55-Fifth Siegburg Cer-4.icml","Fifth Siegburg Cer",file_pattern_b
"AA_55-Jewelry Design 202-3.icml","Jewelry Design",file_pattern_b
"AA_55-Left Alix Brodeur -3.icml","Left Alix Brodeur",file_pattern_b
"AA_55-Linke Seite Alix B-3.icml","Linke Seite Alix",file_pattern_b
"AA_55-Linke Seite Erotis-4.icml","Linke Seite Erotis",file_pattern_b
"AA_55-Linke Seite Gelung-3.icml","Linke Seite Gelung",file_pattern_b
"AA_55-Linke Seite oben C-6.icml","Linke Seite",file_pattern_b
"AA_55-Peter Skubic 1935 -2.icml","Peter Skubic",file_pattern_b
"AA_55-Peter Skubic born -2.icml","Peter Skubic",file_pattern_b
"AA_55-Peter Skubic er wa-1.icml","Peter Skubic",file_pattern_b
"AA_55-Sigurd Bronger Wea-4.icml","Sigurd Bronger Wea",file_pattern_b
"AA_55-Sigurd Bronger-4.icml","Sigurd Bronger",file_pattern_b
"AA_55-Titel Anna Heringe-1.icml","Titel Anna Heringe",file_pattern_b
"AA_55-Vera Siemund verwa-4.icml","Vera Siemund",file_pattern_b
"AA_55-Robert Hoffmann-26.icml","Robert Hoffmann",file_pattern_b
"AA_55-Robert Hoffmann-27.icml","Robert Hoffmann",file_pattern_b
"AA_55-Robert Hoffmann-28.icml","Robert Hoffmann",file_pattern_b
"AA_55-Robert Hoffmann-29.icml","Robert Hoffmann",file_pattern_b
"AA_55-Rudrapur Banglades-3.icml","Rudrapur Banglades",file_pattern_b
"AA_55-Vorige Seite Die N-4.icml","Vorige Seite Die",file_pattern_b
"AA_55-Schmuckdesign  Jew-4.icml","Schmuckdesign Jew",file_pattern_b
"AA_55-Massimo Micheluzz-19.icml","Massimo Micheluzz",file_pattern_b
"AA_55-Nachruf  Obituary-2.icml","Nachruf Obituary",file_pattern_b
"AA_55-Robert Hoffmann-25.icml","Robert Hoffmann",file_pattern_b
"AA_55-Massimo Micheluzz-18.icml","Massimo Micheluzz",file_pattern_b
"AA_55-Links oben Eva Str-4.icml","Eva Str",file_pattern_b
"AA_55-Seit Jahrhunderten-4.icml","Seit Jahrhunderten",file_pattern_b
"AA_55-Linke Seite Einen -3.icml","Linke Seite Einen",file_pattern_b
"AA_55-Der Geruch von Met-4.icml","Der Geruch",file_pattern_b
"AA_55-Links Voluminöse V-2.icml","Links Voluminöse",file_pattern_b
"AA_55-Metal and Light He-4.icml","Light He",file_pattern_b
"AA_55-Im Rahmen einer Ne-4.icml","Im Rahmen",file_pattern_b
"AA_55-The Siegburg Ceram-4.icml","The Siegburg Ceram",file_pattern_b
"AA_55-Heidi Degenhardt G-4.icml","Heidi Degenhardt",file_pattern_b
"AA_55-Links Gudrun Petzo-4.icml","Links Gudrun Petzo",file_pattern_b
"AA_55-Die Broschen von B-4.icml","Die Broschen",file_pattern_b
"AA_55-Vera Siemund sägt -4.icml","Vera Siemund",file_pattern_b
"AA_55-Linke Seite Die Fi-3.icml","Linke Seite Die Fi",file_pattern_b
"AA_55-Material Welten  M-2.icml","Material Welten",file_pattern_b
"MASSIMO MICHELUZZI Echoes of the Laguna © Aldonso Palacio Kopie.docx","Aldonso Palacio Kopie",file_pattern_b
"MASSIMO MICHELUZZI Echoes of the Laguna © Aldonso Palacio Kopie_Howard's edits.docx","Aldonso Palacio Kopie Howard",file_pattern_b
"The Studio Plan_jeannettesluetter_001-highres.jpg","The Studio Plan",file_pattern_b
"The Residency Plan_jeannettesluetter_001-highres.jpg","The Residency Plan",file_pattern_b
"The Residency Plan_jeannettesluetter_002-highres.jpg","The Residency Plan",file_pattern_b
"The Studio Plan_jeannettesluetter_00222-highres.jpg","The Studio Plan",file_pattern_b
"The Maze_engl.docx","The Maze",file_pattern_b
"Das Labyrinth_Ebeltoft.docx","Das Labyrinth Ebeltoft",file_pattern_b
"2023-11-09_Interventionen_Text_OT.pdf","Interventionen Text",file_pattern_b
"Ruckhäberle_Intervention_DSC_1114-2.jpg","Ruckhäberle Intervention",file_pattern_b
"Annette Schröter in der Ständigen Ausstellung_Foto F elix Bielmeier.jpg","Annette Schröter",file_pattern_b
"Annette Schröter in der Ständigen Ausstellung_Foto Felix Bielmeier.jpg","Annette Schröter",file_pattern_b
"Christoph Ruckhäberle_FIGUR in der Ständigen Ausstel lung_Foto F. Bielmeier.jpg","Christoph Ruckhäberle",file_pattern_b
"Christoph Ruckhäberle_Intervention.jpg","Christoph Ruckhäberle Intervention",file_pattern_b
"Annette Schröter vor ihren Arbeiten SCHREBERGÄRTEN in der Ständigen Ausstellung im GRASSI MAK.jpg","Annette Schröter",file_pattern_b
"Neu in der Dauerausstellung_Hans Aichinger Foto Felix Bielmeier.jpg","Dauerausstellung Hans Aichinger Foto",file_pattern_b
"Leipziger-Volkszeitung-07.12.2023-Seite-9.pdf","Leipziger Volkszeitung",file_pattern_b
"Jo Kley _Astronaut_ aus Diabas.jpg","Jo Kley Astronaut",file_pattern_b
"Brosche von Bettina Speckner.jpg","Bettina Speckner",file_pattern_b
"Schwäbische Galerie Oberschönenfeld, Obergeschoss, © Jochen Rüth.JPG","Schwäbische Galerie Oberschönenfeld",file_pattern_b
"Felsensäule vor zerborstener Granitkugel (1), © Judith Zacher.JPG","Judith Zacher",file_pattern_b
"Felsensäule vor zerborstener Granitkugel (2), © Judith Zacher.JPG","Judith Zacher",file_pattern_b
"Geodenfeld vor zerborstener Granitkugel, © Eberhard Pfeuffer.JPG","Eberhard Pfeuffer",file_pattern_b
"Geodenfeld vor Granitkugel, © Eberhard Pfeuffer.JPG","Eberhard Pfeuffer",file_pattern_b
"Aufgebrochener Stein vor Felslandschaft, © Eberhard Pfeuffer.JPG","Aufgebrochener Stein",file_pattern_b
"Lehmbauten, © Eberhard Pfeuffer.JPG","Eberhard Pfeuffer",file_pattern_b
"Felsensäule (Detail), © Eberhard Pfeuffer.JPG","Eberhard Pfeuffer",file_pattern_b
"Pressetext Schmuck auf ganzer linie.docx","Pressetext Schmuck",file_pattern_b
"Akio Takamori_Girl in braids_2015_Steinzeug 72 cm hoch_Foto Kunstforum Solothurn.tif","Akio Takamori Girl",file_pattern_b
"Akio Takamori_Lovers 6_ 2011_51 x 26 x 13 cm_Kunstforum Solothurn.tif","Akio Takamori Lovers",file_pattern_b
"Akio Takamori_Nymph and Satyr_2011_86 x 64 x 25 cm_Kunstforum Solothurn#2.tif","Akio Takamori Nymph",file_pattern_b
"Akio Takamori_Sleeping Woman_2009_84 x 30 x 18 cm_Kunstforum Solothurn.jpg","Akio Takamori Sleeping Woman",file_pattern_b
"Akio Takamori_Venus_2012_46 x 48 x 20 cm_Sammlung Roswitha Schild_Foto Kunstforum Solothurn#2.jpg","Akio Takamori Venus",file_pattern_b
"Akio Takamori_Venus_2012_46 x 48 x 20 cm_Sammlung Roswitha Schild_Foto Kunstforum Solothurn.jpg","Akio Takamori Venus",file_pattern_b
"AKIO TAKAMORI_Text Art Aurea.docx","Text Art Aurea",file_pattern_b
"Akio Takamori_Boy in Stripe Shirt_2015_69 x 20 x 38 cm_Kunstforum Solothurn.tif","Akio Takamori Boy",file_pattern_b
"Akio Takamori_Sleeping Mother and Child_Sammlung Musée Ariana_Steinzeug 56 cm breit_Foto Kunstforum Solothurn.tif","Akio Takamori Sleeping Mother",file_pattern_b
"AKIO TAKAMORI_Text Art Aurea 2.docx","Text Art Aurea",file_pattern_b
"AA-Gudrun Petzold-Hülle mit Hartriegel-DSCF0162.JPG","Gudrun Petzold Hülle",file_pattern_b
"AA-Heidi Degenhardt-Metamorphose 1 IMG_5168 Kopie.jpg","Heidi Degenhardt Metamorphose",file_pattern_b
"Wilhelm Busch.docx","Wilhelm Busch",file_pattern_b
"Wilhelm Busch, redigiert.docx","Wilhelm Busch",file_pattern_b
"Jutta Ulland.jpg","Jutta Ulland",file_pattern_b
"inh_pr_2023_11_World__Start_Ticketverkauf.pdf","World Start Ticketverkauf",file_pattern_b
"Simcha Even-Chen_Entrapped (b), 2023.jpg","Simcha Even Chen Entrapped",file_pattern_b
"Sybille Ritter_3 Objet conceptuel N° VIII Au sschnitt (2).jpg","Sybille Ritter",file_pattern_b
"Gitta Radtke _The seed we sow 3-3 (3).JPG","Gitta Radtke The",file_pattern_b
"Gitta Radtke_The seed we sow 3-2  (2).JPG","Gitta Radtke The",file_pattern_b
"Hyunjin_Kim_Kuemmel_#10_3_Detail_300.jpg","Hyunjin Kim Kuemmel",file_pattern_b
"Delia de la Fuente Sea shore side.jpg","Fuente Sea",file_pattern_b
"Petra Bittl_Vorhang 3_092537.jpg","Petra Bittl Vorhang",file_pattern_b
"Sybille Ritter_2 Objet conceptuel N° VIII  2 023  Ansicht b (2).jpg","Sybille Ritter",file_pattern_b
"Simcha Even-Chen Entrapped (a), 2023.jpg","Simcha Even Chen Entrapped",file_pattern_b
"Gitta Radtke_The seed we sow 3-1 (2).JPG","Gitta Radtke The",file_pattern_b
"5. Siegburger Keramikpreis_Preisträger_Belobigungen. pdf.pdf","Siegburger Keramikpreis Preisträger Belobigungen",file_pattern_b
"Der 5. Siegburger Keramikpreis.docx","Siegburger Keramikpreis",file_pattern_b
"Hohle Gänseeier Sigurd Bronger.docx","Hohle Gänseeier Sigurd Bronger",file_pattern_b
"Peter_Skubic_01-1 rgb.jpg","Peter Skubic",file_pattern_b
"_HES0102-Bearbeitet-Bearbeitet.jpg","Bearbeitet Bearbeitet",file_pattern_b
"COR_39L_Mell Lounge_10_3153.jpg","Mell Lounge",file_pattern_b
"COR_RGB_Moss_Leder_07_0599.jpg","Moss Leder",file_pattern_b
"COR_RGB_Moss_Leder_14_0845.jpeg","Moss Leder",file_pattern_b
"COR_IN_Mell Lounge_11_3176_50PZ_Anz.jpg","Mell Lounge",file_pattern_b
"COR_39L_Moss_Leder_07_0599_Ausschn.jpg","Moss Leder",file_pattern_b
"COR_39L_Moss_Leder_14_0845.jpg","Moss Leder",file_pattern_b
"AA_50-Kryptische Motive un.icml","Kryptische Motive",file_pattern_b
"AA_50-Margit Jäschke  Geor.icml","Margit Jäschke Geor",file_pattern_b
"AA_50-Margit Jäschke  Ge-3.icml","Margit Jäschke Ge",file_pattern_b
"AA45[82]-St-Silberschmi-16.icml","St Silberschmi",file_pattern_b
"AA44-Linke Seite oben T--2.icml","Linke Seite",file_pattern_b
"AA44-Linke Seite oben T--3.icml","Linke Seite",file_pattern_b
"AA44-Proudly African-1-Gla.icml","Proudly African",file_pattern_b
"AA44-Jewellery Affairs-1-C.icml","Jewellery Affairs",file_pattern_b
"AA_50-Loewe Craft Prize-2.icml","Loewe Craft Prize",file_pattern_b
"AA_50-Loewe Craft Prize-4.icml","Loewe Craft Prize",file_pattern_b
"AA_50-Loewe Craft Prize-1.icml","Loewe Craft Prize",file_pattern_b
"AA_50-Loewe Craft Prize-5.icml","Loewe Craft Prize",file_pattern_b
"AA_50-Inhalt  Contents.icml","Inhalt Contents",file_pattern_b
"AA_50-Inhalt  Contents-1.icml","Inhalt Contents",file_pattern_b
"AA_50-Art Aurea ist in die.icml","Art Aurea",file_pattern_b
"AA_50-Loewe Craft Prize.icml","Loewe Craft Prize",file_pattern_b
"AA_50-Links Die Ohrringe a.icml","Links Die Ohrringe",file_pattern_b
"AA_50-Loewe Craft Prize-3.icml","Loewe Craft Prize",file_pattern_b
"AA_50-Loewe Craft Prize-6.icml","Loewe Craft Prize",file_pattern_b
"AA_50-Manfred Bischoff.icml","Manfred Bischoff",file_pattern_b
"AA_50-Margit Jäschke  Ge-2.icml","Margit Jäschke Ge",file_pattern_b
"AA_50-Manfred Bischoff-2.icml","Manfred Bischoff",file_pattern_b
"AA_50-Margit Jäschke  Ge-1.icml","Margit Jäschke Ge",file_pattern_b
"AA_50-Manfred Bischoff-1.icml","Manfred Bischoff",file_pattern_b
"AA_50-Sibylle Mania  Marti.icml","Sibylle Mania Marti",file_pattern_b
"AA_50-Die Textildesignerin.icml","Die Textildesignerin",file_pattern_b
"AA_50-Manfred Bischoff-3.icml","Manfred Bischoff",file_pattern_b
"AA_50-Margit Jäschke  Ge-4.icml","Margit Jäschke Ge",file_pattern_b
"AA_50-Sibylle Mania  Mar-1.icml","Sibylle Mania Mar",file_pattern_b
"AA_50-Manfred Bischoff-5.icml","Manfred Bischoff",file_pattern_b
"AA_50-Sibylle Mania  Mar-2.icml","Sibylle Mania Mar",file_pattern_b
"AA_50-Die Textildesigner-1.icml","Die Textildesigner",file_pattern_b
"AA_50-Loewe Craft Prize 20.icml","Loewe Craft Prize",file_pattern_b
"AA_50-Manfred Bischoff-4.icml","Manfred Bischoff",file_pattern_b
"AA_50-Contemporary Craft.icml","Contemporary Craft",file_pattern_b
"AA_50-Loewe Craft Prize-7.icml","Loewe Craft Prize",file_pattern_b
"AA_50-Zeitgenössisches Kun.icml","Zeitgenössisches Kun",file_pattern_b
"AA_50-Titel Bokyung Kim in.icml","Titel Bokyung Kim",file_pattern_b
"AA_50-22 Minsoo Lee und Bo.icml","Minsoo Lee",file_pattern_b
"Brutto Gusto_Art Aurea - Im Winter 230 x 302 mm.pdf","Brutto Gusto Art Aurea",file_pattern_b
"Maisch_ Anzeige_ArtAurea_2022_DRUCK.pdf","Maisch Anzeige",file_pattern_b
"8 Fredrik Nielson_youre-not-the-only-one_2019_1000X780_3.jpg","Fredrik Nielson",file_pattern_b
"MK&G_messe_2022_Keramische_Werkstatt_Margaretenhöhe_Foto_c_Haydar_Koyupinar.jpg","Keramische Werkstatt Margaretenhöhe",file_pattern_b
"x2 Foto Sibylle Mania.jpg","Foto Sibylle Mania",file_pattern_b
"Foto Alexander Burzik.jpg","Foto Alexander Burzik",file_pattern_b
"16 Foto Alexander Burzik.jpg","Foto Alexander Burzik",file_pattern_b
"15 Foto Alexander Burzik.jpg","Foto Alexander Burzik",file_pattern_b
"7 Foto Alexander Burzik.jpg","Foto Alexander Burzik",file_pattern_b
"12 Foto Alexander Burzik.jpg","Foto Alexander Burzik",file_pattern_b
"x3 Foto Alexander Burzik.jpg","Foto Alexander Burzik",file_pattern_b
"8 Foto Alexander Burzik.jpg","Foto Alexander Burzik",file_pattern_b
"19 Foto Alexander Burzik.jpg","Foto Alexander Burzik",file_pattern_b
"Page 59 Second Nature by Chialing Chang. Photography Tzu-Chiao.jpg","Second Nature",file_pattern_b
"Page 26 The Soft World by Beatrice Waanders. Photography Frieda Mellema.jpg","The Soft World",file_pattern_b
"Margit_Jäschke_Artist_Kairos_Grassi_Museum_Leipzig_2022-Foto_Jakob_Adolphi_5131_print_neu.tif","Margit Jäschke Artist",file_pattern_b
"5. Adebunmi Gbadebo, K.S., 2021.jpg","Adebunmi Gbadebo",file_pattern_b
"MK&G_messe_2022_Young-Jae_Lee_Spindelvase_c_Young-Jae_Lee_Foto_Haydar_Koyupinar.jpg","Young Jae",file_pattern_b
"MK&G_messe_2022_Young-Jae_Lee_ohne Titel_c_Young-Jae_Lee_Foto_Haydar_Koyupinar2.jpg","Young Jae",file_pattern_b
"10 Domingos Totora_ÂmagoSculpture-.jpg","Domingos Totora",file_pattern_b
"7 Fernando Casasempere.sassoon_2.jpg","Fernando Casasempere",file_pattern_b
"6 Junsu Kim 2.jpg","Junsu Kim",file_pattern_b
"5 Eleanor Lakin-Loewe-Landscape of Memory_3.jpg","Eleanor Lakin Loewe Landscape",file_pattern_b
"3 Chikuunsai Tanabe.jpg","Chikuunsai Tanabe",file_pattern_b
"2 Beate Leonards 2.jpg","Beate Leonards",file_pattern_b
"1 David Clarke 1.jpg","David Clarke",file_pattern_b
"Sangwook Huh work.jpg","Sangwook Huh",file_pattern_b
"14 Pao Hui Kao - Urushi Paper Pleat Bench.jpg","Pao Hui Kao Urushi",file_pattern_b
"13 Myungtaek Jung Dubungjucho.jpg","Myungtaek Jung Dubungjucho",file_pattern_b
"11 Marianne Huotari_Ananasakaama_photo Anna Autio.jpg","Marianne Huotari Ananasakaama",file_pattern_b
"10 Domingos Totora.jpg","Domingos Totora",file_pattern_b
"9 Trinidad Contrearas -CRYPSIS  (1).jpg","Trinidad Contrearas",file_pattern_b
"8  Fredrik Nielsen, AmbroseBenedict.jpg","Fredrik Nielsen",file_pattern_b
"7 Fernando-Casasampere-19- 73 - by Federic Aranda.jpg","Fernando Casasampere",file_pattern_b
"6 Junsu Kim.jpg","Junsu Kim",file_pattern_b
"5 Eleanor Lakelin.jpg","Eleanor Lakelin",file_pattern_b
"4 Mayumi Onagi.jpg","Mayumi Onagi",file_pattern_b
"3 Chikuunsai Tanabe Kopie.jpg","Chikuunsai Tanabe Kopie",file_pattern_b
"2 Beate Leonards wb.jpg","Beate Leonards",file_pattern_b
"1 David Clarke.jpg","David Clarke",file_pattern_b
"Sangwook Huh.jpg","Sangwook Huh",file_pattern_b
"14 Pao Hui Kao_2022.jpg","Pao Hui Kao",file_pattern_b
"13 Myungtaek Jung.jpg","Myungtaek Jung",file_pattern_b
"12 Mel Douglas portrait 2022.jpg","Mel Douglas",file_pattern_b
"11 Marianne Huotari_photo Roosa Karhu.jpg","Marianne Huotari",file_pattern_b
"9 Trinidad Contreras.jpg","Trinidad Contreras",file_pattern_b
"4 Mayumi Onagi Kopie.jpg","Mayumi Onagi Kopie",file_pattern_b
"MK&G_messe_2022_Young-Jae_Lee_Atelier_Porträt_Foto_Haydar_Koyupinar.jpg","Young Jae",file_pattern_b
"MK&G_messe_2022_Young-Jae_Lee_Porträt_Foto_Haydar Koyupinar.jpg","Young Jae",file_pattern_b
"14. Unrecorded Edgefield District potter, Face jug, 1867-85.jpg","Unrecorded Edgefield District",file_pattern_b
"11. Unrecorded Potter, Watercooler, ca. 1840.jpg","Unrecorded Potter",file_pattern_b
"8. Unrecorded Edgefield District potter, Storage jar, ca. 1840–53.jpg","Unrecorded Edgefield District",file_pattern_b
"AA44-Linke Seite oben T--4.icml","Linke Seite",file_pattern_b
"AA_50-Kryptische Motive und.icml","Kryptische Motive",file_pattern_b
"AA_50-Fertile Ground for A.icml","Fertile Ground",file_pattern_b
"AA_50-Der Philosoph Günter.icml","Der Philosoph Günter",file_pattern_b
"AA_50-Kryptische Motive -1.icml","Kryptische Motive",file_pattern_b
"AA44-Arts Crafts World56Ha2.icml","Arts Crafts",file_pattern_b
"AA45[83]-Schöne Inseln -8b.icml","Schöne Inseln",file_pattern_b
"Margit_Jäschke_Artist_Kairos_Grassi_Museum_Leipzig_2022-Foto_Jakob_Adolphi_5131_print.tif","Margit Jäschke Artist",file_pattern_b
"14 Foto Alexander Burzik.jpg","Foto Alexander Burzik",file_pattern_b
"9 Foto Alexander Burzik.jpg","Foto Alexander Burzik",file_pattern_b
"Text ART AUREA Neubert Mania 19.9.2022.doc","Neubert Mania",file_pattern_b
"Martin Neubert - Sibylle Mania Textfassung Reinhold Ludwig korr rlb (1).doc","Martin Neubert Sibylle Mania",file_pattern_b
"Martin Neubert - Sibylle Mania.doc","Martin Neubert Sibylle Mania",file_pattern_b
"11 Foto Sibylle Mania.JPG","Foto Sibylle Mania",file_pattern_b
"10 Foto Alexander Burzik.jpg","Foto Alexander Burzik",file_pattern_b
"Martin Neubert - Sibylle Mania_engl.doc","Martin Neubert Sibylle Mania",file_pattern_b
"Fotos mit Legenden Mania Neubert für Art Aurea Kopie.doc","Legenden Mania Neubert",file_pattern_b
"Adressen Loewe Craft Prize.docx","Adressen Loewe Craft Prize",file_pattern_b
"Young-Jae Lee Text_Engl.docx","Young Jae Lee Text",file_pattern_b
"MK&G_messe_2022_Young-Jae_Lee_Porträt_Foto_Haydar Koyupinar_2.jpg","Young Jae",file_pattern_b
"MK&G_messe_2022_Young-Jae_Lee_Porträt_Foto_Thomas Dashuber.jpg","Young Jae",file_pattern_b
"MK&G_messe_2022_Young-Jae_Lee_Spindelvase_c_Young-Jae_Lee_Foto_Haydar_Koyupinar_2.jpg","Young Jae",file_pattern_b
"MK&G_messe_2022_Young-Jae_Lee_Spindelvase_c_Young-Jae_Lee_Foto_Haydar_Koyupinar_3.jpg","Young Jae",file_pattern_b
"Interview Young Jae-Lee.doc","Interview Young Jae Lee",file_pattern_b
"Young-Jae Lee.docx","Young Jae Lee",file_pattern_b
"Young-Jae Lee Text.docx","Young Jae Lee Text",file_pattern_b
"2022_04_ArtAurea_Anzeige_Spreng.pdf","Anzeige Spreng",file_pattern_b
"Loewe Comments.docx","Loewe Comments",file_pattern_b
"Loewe Craft Prize Kommentare.docx","Loewe Craft Prize Kommentare",file_pattern_b
"Loewe Teil 2_Engl.docx","Loewe Teil",file_pattern_b
"Loewe Craft Prize Kommentare–Engl.docx","Loewe Craft Prize Kommentare",file_pattern_b
"Lieta Marziali - Manfred Bischoff review.docx","Lieta Marziali Manfred Bischoff",file_pattern_b
"Manfred Bischoff _Engl.docx","Manfred Bischoff Engl",file_pattern_b
"Page 100 and 101 Tapputi and The Sea by Kaja Solgaard Dahl. Photography Margret Gyda Johannsdottir.jpg","The Sea",file_pattern_b
"Im Winter 2.docx","Im Winter",file_pattern_b
"ABOUT THE WORK  Kurt Bille.docx","Kurt Bille",file_pattern_b
"Im Winter.docx","Im Winter",file_pattern_b
"Ritsue Mishima .docx","Ritsue Mishima",file_pattern_b
"Willem Speekenbrink.docx","Willem Speekenbrink",file_pattern_b
"Brutto Gusto BUs Guido Sengle.docx","Brutto Gusto",file_pattern_b
"Horn _ Abitur .pdf","Horn Abitur",file_pattern_b
"Die prächtigen Gedichtgläser von David Drake im Mittelpunkt der Ausstellung an der Met.docx","David Drake",file_pattern_b
"Hear Me Now Press Release FINAL 5.19.22.pdf","Hear Me Now Press",file_pattern_b
"Landmark Exhibition of Ceramic Objects from Old Edgefield District of South Carolina Opens September 9 at The Met.docx","Landmark Exhibition",file_pattern_b
"The Magnificent Poem Jars of David Drake.docx","The Magnificent Poem Jars",file_pattern_b
"12. Unrecorded Potter,Watercooler (detail), ca. 1840.jpg","Unrecorded Potter",file_pattern_b
"10. Dr. Abner Landrum, Bottle, 1820.jpg","Abner Landrum",file_pattern_b
"Hear Me Now _ Horn.docx","Hear Me Now Horn",file_pattern_b
"Press Image ID_Hear Me Now_8.11.22 to send.pdf","Press Image",file_pattern_b
"Hear Me Now _red.docx","Hear Me Now",file_pattern_b
"Hear Me Now _Engl.docx","Hear Me Now Engl",file_pattern_b
