Creator,Profile URL,Artwork Title,Caption,Year,Image URL,Filename,Creator in Sanity,Creator ID
"Jochen Rüth","https://artaurea.de/profiles/rueth-jochen/","Skulpturale Vase, 2017. H 37 cm.","Skulpturale Vase, 2017. H 37 cm.","2017","https://artaurea.de/wp-content/uploads/2019/06/Jochen-Rueth_Skulpturale-Vase_37cm_Keramik.jpg","Jochen-Rueth_Skulpturale-Vase_37cm_Keramik.jpg","Yes","5Nnn2PqcEKG4dqRP9h4FdC"
"Jochen Rüth","https://artaurea.de/profiles/rueth-jochen/","Vase, Hidasuki, 2019. H 33 cm.","Vase, Hidasuki, 2019. H 33 cm.","2019","https://artaurea.de/wp-content/uploads/2019/06/Jochen-Rueth_Vase_33cm_Keramik.jpg","Jochen-Rueth_Vase_33cm_Keramik.jpg","Yes","5Nnn2PqcEKG4dqRP9h4FdC"
"Jochen Rüth","https://artaurea.de/profiles/rueth-jochen/","Teeschale, Hidasuki, 2019. D 9 cm x 13 cm.","Teeschale, Hidasuki, 2019. D 9 cm x 13 cm.","2019","https://artaurea.de/wp-content/uploads/2019/06/Jochen-Rueth_Teeschale_Keramik.jpg","Jochen-Rueth_Teeschale_Keramik.jpg","Yes","5Nnn2PqcEKG4dqRP9h4FdC"
"Jochen Rüth","https://artaurea.de/profiles/rueth-jochen/","Teeschale, Hidasuki, 2019. D 9 cm x 13 cm.","Teeschale, Hidasuki, 2019. D 9 cm x 13 cm.","2019","https://artaurea.de/wp-content/uploads/2019/06/Jochen-Rueth_Teeschale_Hidasuki_Keramik.jpg","Jochen-Rueth_Teeschale_Hidasuki_Keramik.jpg","Yes","5Nnn2PqcEKG4dqRP9h4FdC"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","Vanellus vanellus, Vase aus der Serie Hallstattpiece, 2018. Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","Vanellus vanellus, Vase aus der Serie Hallstattpiece, 2018. Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","2018","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_Vanellus_Keramikkunst_ArtAurea.jpg","Elke-Sada_Vanellus_Keramikkunst_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","Carduelis chloris, Vase aus der Serie Hallstattpiece, 2017. Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","Carduelis chloris, Vase aus der Serie Hallstattpiece, 2017. Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","2017","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_Carduelis-chloris_Keramikkunst_ArtAurea.jpg","Elke-Sada_Carduelis-chloris_Keramikkunst_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","Carduelis chloris, Vase aus der Serie Hallstattpiece, 2017, Detail. Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","Carduelis chloris, Vase aus der Serie Hallstattpiece, 2017, Detail. Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","2017","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_Carduelis-chloris_Detail_Keramikkunst_ArtAurea.jpg","Elke-Sada_Carduelis-chloris_Detail_Keramikkunst_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","Turtur, Vase aus der Serie Hallstattpiece, 2020. Porzellan, Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","Turtur, Vase aus der Serie Hallstattpiece, 2020. Porzellan, Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","2020","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_Turtur_Keramikkunst_ArtAurea.jpg","Elke-Sada_Turtur_Keramikkunst_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","Untitled, Schale aus der Serie Hallstattpiece, 2018. Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","Untitled, Schale aus der Serie Hallstattpiece, 2018. Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","2018","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_untitled_Hallstattpiece_Keramikkunst_ArtAurea.jpg","Elke-Sada_untitled_Hallstattpiece_Keramikkunst_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","Untitled, Schale aus der Serie Hallstattpiece, 2018. Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","Untitled, Schale aus der Serie Hallstattpiece, 2018. Terra Nigra Ton, Engoben, glasiert, Photo Christoph Kremtz.","2018","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_untitled_Hallstattpiece_2018_Keramikkunst_ArtAurea.jpg","Elke-Sada_untitled_Hallstattpiece_2018_Keramikkunst_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","Jardin II, Objekt aus der Serie Nest, 2014. Weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","Jardin II, Objekt aus der Serie Nest, 2014. Weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","2014","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_Jardin-II_Nest_Keramikkunst_ArtAurea.jpg","Elke-Sada_Jardin-II_Nest_Keramikkunst_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","mind-map, Objekt aus der Serie Nest, 2016. Weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","mind-map, Objekt aus der Serie Nest, 2016. Weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","2016","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_mind-map_Nest_Keramikkunst_ArtAurea.jpg","Elke-Sada_mind-map_Nest_Keramikkunst_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","Extension, Objekt aus der Serie Nest, 2018. Terra Nigra Ton, weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","Extension, Objekt aus der Serie Nest, 2018. Terra Nigra Ton, weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","2018","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_Extension_Nest_Keramikkunst_ArtAurea.jpg","Elke-Sada_Extension_Nest_Keramikkunst_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","Extension, Objekt aus der Serie Nest, 2018. Terra Nigra Ton, weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","Extension, Objekt aus der Serie Nest, 2018. Terra Nigra Ton, weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","2018","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_Extension_Nest_Ceramic-Art_ArtAurea.jpg","Elke-Sada_Extension_Nest_Ceramic-Art_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","Vase Capriccio, 2019. Weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","Vase Capriccio, 2019. Weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","2019","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_Capriccio_Ceramic-Art_ArtAurea.jpg","Elke-Sada_Capriccio_Ceramic-Art_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","Vasen Capriccio, 2019. Weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","Vasen Capriccio, 2019. Weiße Irdenware, Engoben, glasiert, Photo Christoph Kremtz.","2019","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_Capriccio_2019_Ceramic-Art_ArtAurea.jpg","Elke-Sada_Capriccio_2019_Ceramic-Art_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","XL-Schale Capriccio. Weiße Irdenware, Engoben, glasiert,","XL-Schale Capriccio. Weiße Irdenware, Engoben, glasiert, 31 x 31 x 15 cm. Photo Michael Wurzbach.","","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_Capriccio-XL-bowl_Ceramic-Art_ArtAurea.jpg","Elke-Sada_Capriccio-XL-bowl_Ceramic-Art_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Elke Sada","https://artaurea.de/profiles/sada-elke/","XL-Schale Capriccio, Detail. Weiße Irdenware, Engoben, glasiert,","XL-Schale Capriccio, Detail. Weiße Irdenware, Engoben, glasiert, 31 x 31 x 15 cm. Photo Michael Wurzbach.","","https://artaurea.de/wp-content/uploads/2013/12/Elke-Sada_Capriccio-XL-bowl_detail_Ceramic-Art_ArtAurea.jpg","Elke-Sada_Capriccio-XL-bowl_detail_Ceramic-Art_ArtAurea.jpg","Yes","5Nnn2PqcEKG4dqRP9h4G0Q"
"Kathrin Sättele","https://artaurea.de/profiles/saettele-kathrin/","Halsschmuck Wellen. Sterlingsilber 925, geschmiedet.","Halsschmuck Wellen. Sterlingsilber 925, geschmiedet.","","https://artaurea.de/wp-content/uploads/2013/11/Kathrin-Saettele.jpg","Kathrin-Saettele.jpg","Yes","MnHq3gipaho0Iv07wkSOyx"
"Kathrin Sättele","https://artaurea.de/profiles/saettele-kathrin/","Brosche Knospe. Gold 750, von Hand geschmiedet.","Brosche Knospe. Gold 750, von Hand geschmiedet.","","https://artaurea.de/wp-content/uploads/2013/11/Kathrin-Saettele_Neuheit-2019.jpg","Kathrin-Saettele_Neuheit-2019.jpg","Yes","MnHq3gipaho0Iv07wkSOyx"
"Kathrin Sättele","https://artaurea.de/profiles/saettele-kathrin/","Armreif Doppeloval. Gold 750. MJC Winner 2012.","Armreif Doppeloval. Gold 750. MJC Winner 2012.","2012","https://artaurea.de/wp-content/uploads/2013/11/Kathrin-Saettele_Armreif-Doppeloval.jpg","Kathrin-Saettele_Armreif-Doppeloval.jpg","Yes","MnHq3gipaho0Iv07wkSOyx"
"Kathrin Sättele","https://artaurea.de/profiles/saettele-kathrin/","Ansteckschmuck Freiraum. Gold 750. MJC Winner 2010.","Ansteckschmuck Freiraum. Gold 750. MJC Winner 2010.","2010","https://artaurea.de/wp-content/uploads/2013/11/Kathrin-Saettele_Ansteckschmuck-Freiraum_Jewelry.jpg","Kathrin-Saettele_Ansteckschmuck-Freiraum_Jewelry.jpg","Yes","MnHq3gipaho0Iv07wkSOyx"
"Kathrin Sättele","https://artaurea.de/profiles/saettele-kathrin/","Ansteckschmuck Freiraum 2. Gold 750.","Ansteckschmuck Freiraum 2. Gold 750.","","https://artaurea.de/wp-content/uploads/2013/11/Kathrin-Saettele_Ansteckschmuck-Freiraum-2.jpg","Kathrin-Saettele_Ansteckschmuck-Freiraum-2.jpg","Yes","MnHq3gipaho0Iv07wkSOyx"
"Kathrin Sättele","https://artaurea.de/profiles/saettele-kathrin/","Halsschmuck frei schwingend. Gold 750. MJC Winner 2013.","Halsschmuck frei schwingend. Gold 750. MJC Winner 2013.","2013","https://artaurea.de/wp-content/uploads/2013/11/kathrin-saettele-halsschmuck2.jpg","kathrin-saettele-halsschmuck2.jpg","Yes","MnHq3gipaho0Iv07wkSOyx"
"Kathrin Sättele","https://artaurea.de/profiles/saettele-kathrin/","Ohrschmuck Ohrflügel. Gold 750.","Ohrschmuck Ohrflügel. Gold 750.","","https://artaurea.de/wp-content/uploads/2013/11/kathrin-saettele-ohrschmuck-e1406641527587.jpg","kathrin-saettele-ohrschmuck-e1406641527587.jpg","Yes","MnHq3gipaho0Iv07wkSOyx"
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","TANG Ohrschmuck, Ring und Armreif, Silber 925.","TANG Ohrschmuck, Ring und Armreif, Silber 925.","","https://artaurea.de/wp-content/uploads/2021/12/Sarah-Kueffer_TANG-Ohrschmuck_Ring-und-Armreif.jpg","Sarah-Kueffer_TANG-Ohrschmuck_Ring-und-Armreif.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","TANG Ohrschmuck, Silber 925.","TANG Ohrschmuck, Silber 925.","","https://artaurea.de/wp-content/uploads/2021/12/Sarah-Kueffer_TANG-Ohrschmuck-Silber-925_Model.jpg","Sarah-Kueffer_TANG-Ohrschmuck-Silber-925_Model.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","TANG Ohrschmuck, Silber 925.","TANG Ohrschmuck, Silber 925.","","https://artaurea.de/wp-content/uploads/2021/12/Sarah-Kueffer_TANG-Ohrschmuck_Silber-925.jpg","Sarah-Kueffer_TANG-Ohrschmuck_Silber-925.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","TANG Armreif, Silber 925.","TANG Armreif, Silber 925.","","https://artaurea.de/wp-content/uploads/2021/12/Sarah-Kueffer_TANG-Armreif_Silber-925.jpg","Sarah-Kueffer_TANG-Armreif_Silber-925.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","TANG Ohrschmuck, Rotgold 750.","TANG Ohrschmuck, Rotgold 750.","","https://artaurea.de/wp-content/uploads/2021/12/Sarah-Kueffer_TANG-Ohrschmuck_Rotgold-750.jpg","Sarah-Kueffer_TANG-Ohrschmuck_Rotgold-750.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","TANG Ohrschmuck, Silber 925.","TANG Ohrschmuck, Silber 925.","","https://artaurea.de/wp-content/uploads/2021/12/Sarah-Kueffer_TANG-Ohrschmuck_Silber-925_Model.jpg","Sarah-Kueffer_TANG-Ohrschmuck_Silber-925_Model.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","FEM Kette. Silber 925.","FEM Kette. Silber 925.","","https://artaurea.de/wp-content/uploads/2021/12/sarah_kueffer_fem_kette_Schmuckdesign-1.jpg","sarah_kueffer_fem_kette_Schmuckdesign-1.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","FEM Ring. Rotgold 750 mit Salt & Pepper Brillant.","FEM Ring. Rotgold 750 mit Salt & Pepper Brillant.","","https://artaurea.de/wp-content/uploads/2021/12/sarah_kueffer_fem4_Schmuckdesign.jpg","sarah_kueffer_fem4_Schmuckdesign.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","FEM Ring. Rotgold 750 mit Salt & Pepper Brillant.","FEM Ring. Rotgold 750 mit Salt & Pepper Brillant.","","https://artaurea.de/wp-content/uploads/2021/12/sarah_kueffer_fem_Ring_Schmuckdesign.jpg","sarah_kueffer_fem_Ring_Schmuckdesign.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","FEM Kette. Silber 925.","FEM Kette. Silber 925.","","https://artaurea.de/wp-content/uploads/2021/12/sarah_kueffer_fem2_Schmuckdesign.jpg","sarah_kueffer_fem2_Schmuckdesign.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","FEM Ohrringe. Rotgold 750.","FEM Ohrringe. Rotgold 750.","","https://artaurea.de/wp-content/uploads/2021/12/sarah_kueffer_fem3_Schmuckdesign.jpg","sarah_kueffer_fem3_Schmuckdesign.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","FEM Ohrstecker, Rotgold 750. Ring, Rotgold 750 mit Salt & Pepper Brillant.","FEM Ohrstecker, Rotgold 750. Ring, Rotgold 750 mit Salt & Pepper Brillant.","","https://artaurea.de/wp-content/uploads/2021/12/sarah_kueffer_fem1_Schmuckdesign.jpg","sarah_kueffer_fem1_Schmuckdesign.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","FEM Anhänger. Gelbgold 750.","FEM Anhänger. Gelbgold 750.","","https://artaurea.de/wp-content/uploads/2021/12/Goldlabor_Sarah-Kueffer_FEM-Anhaenger-Gelbgold-750.jpg","Goldlabor_Sarah-Kueffer_FEM-Anhaenger-Gelbgold-750.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","ERI XL. Silber 925 vergoldet 18ct.","ERI XL. Silber 925 vergoldet 18ct.","","https://artaurea.de/wp-content/uploads/2021/12/Goldlabor_Sarah-Kueffer_ERI-XL-Silber-925-vergoldet-18ct.jpg","Goldlabor_Sarah-Kueffer_ERI-XL-Silber-925-vergoldet-18ct.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","ERI XL. Silber 925 vergoldet 18ct. ERI L Silber 925.","ERI XL. Silber 925 vergoldet 18ct. ERI L Silber 925.","","https://artaurea.de/wp-content/uploads/2021/12/Goldlabor_Sarah-Kueffer_ERI-XL-Silber-925-vergoldet-18ct_ERI-L-Silber-925.jpg","Goldlabor_Sarah-Kueffer_ERI-XL-Silber-925-vergoldet-18ct_ERI-L-Silber-925.jpg","No",""
"Sarah Küffer","https://artaurea.de/profiles/sarah-kueffer/","ERI L. Silber 925.","ERI L. Silber 925.","","https://artaurea.de/wp-content/uploads/2021/12/Goldlabor_Sarah-Kueffer_ERI-L-Silber-925.jpg","Goldlabor_Sarah-Kueffer_ERI-L-Silber-925.jpg","No",""
"Nikolay Sardamov","https://artaurea.de/profiles/sardamov-nikolay/","Brosche Intersections 6. Bronze, beschichtet, Silber.","Brosche Intersections 6. Bronze, beschichtet, Silber. 7 x 7 x 4,5 cm. Preis auf Anfrage. Photo: Vencislava Vasileva.","","https://artaurea.de/wp-content/uploads/2014/03/nikolay-sardamov-brooch-intersections-6.jpg","nikolay-sardamov-brooch-intersections-6.jpg","Yes","hEWOpVV05Nk2Wkv6vItUip"
"Nikolay Sardamov","https://artaurea.de/profiles/sardamov-nikolay/","Ohrringe Intersections 6. Geschwärztes Silber, Perlen.","Ohrringe Intersections 6. Geschwärztes Silber, Perlen. 5 × 2,5 × 1,5 cm. Foto Vencislava Vasileva.","","https://artaurea.de/wp-content/uploads/2021/01/Nikolay-Sardamov_Earrings_Intersections-6.jpg","Nikolay-Sardamov_Earrings_Intersections-6.jpg","Yes","hEWOpVV05Nk2Wkv6vItUip"
"Nikolay Sardamov","https://artaurea.de/profiles/sardamov-nikolay/","Box Intersections 5_1. Geschwärztes Silber,","Box Intersections 5_1. Geschwärztes Silber, 13 × 13 × 13 cm. Foto Vencislava Vasileva.","","https://artaurea.de/wp-content/uploads/2021/01/Nikolay-Sardamov_Intersections-5_1_Schmuck.jpg","Nikolay-Sardamov_Intersections-5_1_Schmuck.jpg","Yes","hEWOpVV05Nk2Wkv6vItUip"
"Nikolay Sardamov","https://artaurea.de/profiles/sardamov-nikolay/","Box Intersections 5_2. Geschwärztes Silber, Perlen,","Box Intersections 5_2. Geschwärztes Silber, Perlen, 10 × 10 × 10 cm. Foto Vencislava Vasileva.","","https://artaurea.de/wp-content/uploads/2021/01/Nikolay-Sardamov_Intersections-5_2_Schmuck.jpg","Nikolay-Sardamov_Intersections-5_2_Schmuck.jpg","Yes","hEWOpVV05Nk2Wkv6vItUip"
"Nikolay Sardamov","https://artaurea.de/profiles/sardamov-nikolay/","Brosche Intersections 1. Bronze, beschichtet, Perlen.","Brosche Intersections 1. Bronze, beschichtet, Perlen. 8 x 8 x 5 cm. Preis auf Anfrage. Photo: Vencislava Vasileva.","","https://artaurea.de/wp-content/uploads/2014/03/nikolay-sardamov-brooch-intersections-1-1.jpg","nikolay-sardamov-brooch-intersections-1-1.jpg","Yes","hEWOpVV05Nk2Wkv6vItUip"
"Nikolay Sardamov","https://artaurea.de/profiles/sardamov-nikolay/","Brosche Intersections 5. Bronze, beschichtet, Perlen.","Brosche Intersections 5. Bronze, beschichtet, Perlen. 7 x 7 x 4,5 cm. Preis auf Anfrage. Photo: Vencislava Vasileva.","","https://artaurea.de/wp-content/uploads/2014/03/nikolay-sardamov-brooch-intersections-5-1.jpg","nikolay-sardamov-brooch-intersections-5-1.jpg","Yes","hEWOpVV05Nk2Wkv6vItUip"
"Nikolay Sardamov","https://artaurea.de/profiles/sardamov-nikolay/","Brosche Intersections 4. Bronze, beschichtet, Perlen.","Brosche Intersections 4. Bronze, beschichtet, Perlen. 7 x 7 x 4 cm. Preis auf Anfrage. Photo: Vencislava Vasileva.","","https://artaurea.de/wp-content/uploads/2014/03/nikolay-sardamov-brooch-intersections-4-1.jpg","nikolay-sardamov-brooch-intersections-4-1.jpg","Yes","hEWOpVV05Nk2Wkv6vItUip"
"Nikolay Sardamov","https://artaurea.de/profiles/sardamov-nikolay/","Brosche Intersections 3. Bronze, beschichtet, Perlen.","Brosche Intersections 3. Bronze, beschichtet, Perlen. 7 x 7 x 4,5 cm. Preis auf Anfrage. Photo: Vencislava Vasileva.","","https://artaurea.de/wp-content/uploads/2014/03/nikolay-sardamov-brooch-intersections-3-1.jpg","nikolay-sardamov-brooch-intersections-3-1.jpg","Yes","hEWOpVV05Nk2Wkv6vItUip"
"Nikolay Sardamov","https://artaurea.de/profiles/sardamov-nikolay/","Brosche Intersections 2. Bronze, beschichtet, Perlen.","Brosche Intersections 2. Bronze, beschichtet, Perlen. 6 x 6 x 4 cm. Preis auf Anfrage. Photo: Vencislava Vasileva.","","https://artaurea.de/wp-content/uploads/2014/03/nikolay-sardamov-brooch-intersections-2-1.jpg","nikolay-sardamov-brooch-intersections-2-1.jpg","Yes","hEWOpVV05Nk2Wkv6vItUip"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Brosche being transformed in verschiedenen Lichtsituationen. Naturachat, Silber 925, Print","Brosche being transformed in verschiedenen Lichtsituationen. Naturachat, Silber 925, Print","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Brosche-being-transformed-1.jpg","Nils-Schmalenbach-Brosche-being-transformed-1.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Brosche being transformed in verschiedenen Lichtsituationen. Naturachat, Silber 925, Print","Brosche being transformed in verschiedenen Lichtsituationen. Naturachat, Silber 925, Print ","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Brosche-being-transformed-2.jpg","Nils-Schmalenbach-Brosche-being-transformed-2.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Ohrhänger going south. Transparenter Naturachat, Gold 750, Print","Ohrhänger going south. Transparenter Naturachat, Gold 750, Print","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Ohrhaenger-going-south-3.jpg","Nils-Schmalenbach-Ohrhaenger-going-south-3.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Medaillon in verschiedenen Lichtsituationen (getragen am Körper). Naturachat, Gold 750, Print","Medaillon in verschiedenen Lichtsituationen (getragen am Körper). Naturachat, Gold 750, Print","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Medaillon-4.jpg","Nils-Schmalenbach-Medaillon-4.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Medaillon in verschiedenen Lichtsituationen (Licht von hinten). Naturachat, Gold 750, Print","Medaillon in verschiedenen Lichtsituationen (Licht von hinten). Naturachat, Gold 750, Print","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Medaillon-5.jpg","Nils-Schmalenbach-Medaillon-5.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Ring mudflower (lotus). Naturachat, Gold 750, Print","Ring mudflower (lotus). Naturachat, Gold 750, Print","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Ring-mudflower-lotus-6.jpg","Nils-Schmalenbach-Ring-mudflower-lotus-6.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Ringe in verschiedenen Lichtsituationen (getragen am Körper). Naturachat oder Bergkristall, Silber 925, Print","Ringe in verschiedenen Lichtsituationen (getragen am Körper). Naturachat oder Bergkristall, Silber 925, Print","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Ringe-7.jpg","Nils-Schmalenbach-Ringe-7.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Ringe in verschiedenen Lichtsituationen (Licht von hinten). Naturachat oder Bergkristall, Silber 925, Print","Ringe in verschiedenen Lichtsituationen (Licht von hinten). Naturachat oder Bergkristall, Silber 925, Print","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Ringe-8.jpg","Nils-Schmalenbach-Ringe-8.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Kette structures. Naturachat, verspiegeltes Glas, Silber 925, Print","Kette structures. Naturachat, verspiegeltes Glas, Silber 925, Print","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Kette-structures9.jpg","Nils-Schmalenbach-Kette-structures9.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Ring touch in verschiedenen Lichtsituationen. Rauchquarz, Cacholong, Silber 925, Print","Ring touch in verschiedenen Lichtsituationen. Rauchquarz, Cacholong, Silber 925, Print","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Ring-touch-10.jpg","Nils-Schmalenbach-Ring-touch-10.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Ring touch in verschiedenen Lichtsituationen. Rauchquarz, Cacholong, Silber 925, Print","Ring touch in verschiedenen Lichtsituationen. Rauchquarz, Cacholong, Silber 925, Print","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Ring-touch-11.jpg","Nils-Schmalenbach-Ring-touch-11.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Ohrhänger Flügelschlag. Transparenter Naturachat, Silber 925, Print","Ohrhänger Flügelschlag. Transparenter Naturachat, Silber 925, Print","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Ohrhaenger-Flügelschlag-12.jpg","Nils-Schmalenbach-Ohrhaenger-Flügelschlag-12.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
"Nils Schmalenbach","https://artaurea.de/profiles/schmalenbach-nils-2/","Brosche inside bubble. Naturachat, Silber 925, Print","Brosche inside bubble. Naturachat, Silber 925, Print ","","https://artaurea.de/wp-content/uploads/2015/06/Nils-Schmalenbach-Brosche-inside-bubble-13.jpg","Nils-Schmalenbach-Brosche-inside-bubble-13.jpg","Yes","5Nnn2PqcEKG4dqRP9h4fr0"
