Creator,Profile URL,Artwork Title,Caption,Year,Image URL,Filename,Creator in Sanity,Creator ID
"ATARA design / Heike Stuckstedde","https://artaurea.de/profiles/atara-design-stuckstedde-heike/","LIGHT\TRACE No. 1. © ATARA design.","LIGHT\TRACE No. 1. © ATARA design.","","https://artaurea.de/wp-content/uploads/2021/05/ATARA_Heike-Stuckstedde_LIGHT-TRACE-No1-ATARAdesign.jpg","ATARA_Heike-Stuckstedde_LIGHT-TRACE-No1-ATARAdesign.jpg","No",""
"ATARA design / Heike Stuckstedde","https://artaurea.de/profiles/atara-design-stuckstedde-heike/","LIGHT\TRACE No. 1. © ATARA design.","LIGHT\TRACE No. 1. © ATARA design.","","https://artaurea.de/wp-content/uploads/2021/05/ATARA_Heike-Stuckstedde_LIGHT-TRACE-No1-ATARAdesign_ART-AUREA.jpg","ATARA_Heike-Stuckstedde_LIGHT-TRACE-No1-ATARAdesign_ART-AUREA.jpg","No",""
"ATARA design / Heike Stuckstedde","https://artaurea.de/profiles/atara-design-stuckstedde-heike/","LIGHT\TRACE No. 1 & LIGHT\TRACE No. 8. © ATARA design.","LIGHT\TRACE No. 1 & LIGHT\TRACE No. 8. © ATARA design.","","https://artaurea.de/wp-content/uploads/2021/05/ATARA_Heike-Stuckstedde_No-1_LIGHT-TRACE-No-8.jpg","ATARA_Heike-Stuckstedde_No-1_LIGHT-TRACE-No-8.jpg","No",""
"ATARA design / Heike Stuckstedde","https://artaurea.de/profiles/atara-design-stuckstedde-heike/","LIGHT\TRACE No. 8. © ATARA design.","LIGHT\TRACE No. 8. © ATARA design.","","https://artaurea.de/wp-content/uploads/2021/05/ATARA_Heike-Stuckstedde_LIGHT-TRACE-No-8_ATARA_design.jpg","ATARA_Heike-Stuckstedde_LIGHT-TRACE-No-8_ATARA_design.jpg","No",""
"ATARA design / Heike Stuckstedde","https://artaurea.de/profiles/atara-design-stuckstedde-heike/","LIGHT\TRACE No. 8. © ATARA design.","LIGHT\TRACE No. 8. © ATARA design.","","https://artaurea.de/wp-content/uploads/2021/05/ATARA_Heike-Stuckstedde_LIGHT-TRACE-No8_ATARA_design.jpg","ATARA_Heike-Stuckstedde_LIGHT-TRACE-No8_ATARA_design.jpg","No",""
"ATARA design / Heike Stuckstedde","https://artaurea.de/profiles/atara-design-stuckstedde-heike/","LIGHT\SPOT No. 1. © ATARA design.","LIGHT\SPOT No. 1. © ATARA design.","","https://artaurea.de/wp-content/uploads/2021/05/ATARA_Heike-Stuckstedde_LIGHT-SPOT-No1_ATARA-design.jpg","ATARA_Heike-Stuckstedde_LIGHT-SPOT-No1_ATARA-design.jpg","No",""
"ATARA design / Heike Stuckstedde","https://artaurea.de/profiles/atara-design-stuckstedde-heike/","LIGHT\TRACE No. 7. © ATARA design.","LIGHT\TRACE No. 7. © ATARA design.","","https://artaurea.de/wp-content/uploads/2021/05/ATARA_Heike-Stuckstedde_LIGHT-TRACE-No7_ATARA_design.jpg","ATARA_Heike-Stuckstedde_LIGHT-TRACE-No7_ATARA_design.jpg","No",""
"ATARA design / Heike Stuckstedde","https://artaurea.de/profiles/atara-design-stuckstedde-heike/","LIGHT\TRACE No. 7. © ATARA design.","LIGHT\TRACE No. 7. © ATARA design.","","https://artaurea.de/wp-content/uploads/2021/05/ATARA_Heike-Stuckstedde_LIGHT-TRACE-No7_ATARA-design.jpg","ATARA_Heike-Stuckstedde_LIGHT-TRACE-No7_ATARA-design.jpg","No",""
"ATARA design / Heike Stuckstedde","https://artaurea.de/profiles/atara-design-stuckstedde-heike/","LIGHT\TRACE No. 2. © ATARA design.","LIGHT\TRACE No. 2. © ATARA design.","","https://artaurea.de/wp-content/uploads/2021/05/ATARA_Heike-Stuckstedde-LIGHT-TRACE-No-2_ATARA-design.jpg","ATARA_Heike-Stuckstedde-LIGHT-TRACE-No-2_ATARA-design.jpg","No",""
"ATARA design / Heike Stuckstedde","https://artaurea.de/profiles/atara-design-stuckstedde-heike/","LIGHT\TRACE No. 2. © ATARA design.","LIGHT\TRACE No. 2. © ATARA design.","","https://artaurea.de/wp-content/uploads/2021/05/ATARA_Heike-Stuckstedde_LIGHT-TRACE-No2_ATARA-design.jpg","ATARA_Heike-Stuckstedde_LIGHT-TRACE-No2_ATARA-design.jpg","No",""
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","DUOTONE Vase, schwarz und weiß, 2024. Steinzeug, innen glasiert.","DUOTONE Vase, schwarz und weiß, 2024. Steinzeug, innen glasiert. 24 x 24 x 30 cm.","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_DUOTONE-2-Atelier-von-Ehren-BarbaraJenner-2024.jpg","Atelier-von-Ehren_DUOTONE-2-Atelier-von-Ehren-BarbaraJenner-2024.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","DUOTONE Vase, schwarz und weiß, mit rundem Boden und geometrischer Form darüber.","DUOTONE Vase, schwarz und weiß, mit rundem Boden und geometrischer Form darüber. 17 x 16 x 33 cm.","","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Black-and-white-DUOTONE-Atelier-von-Ehren-24.jpg","Atelier-von-Ehren_Black-and-white-DUOTONE-Atelier-von-Ehren-24.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","DUOTONE Vase, schwarz und weiß, 2022. Steinzeug, innen glasiert.","DUOTONE Vase, schwarz und weiß, 2022. Steinzeug, innen glasiert. 22 x 22 x 27 cm.","2022","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_DUOTONE-Vase.jpg","Atelier-von-Ehren_DUOTONE-Vase.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","Vasen und Gefäße. Ausstellung im Kunsthaus Weiz, 2022, Österreich.","Vasen und Gefäße. Ausstellung im Kunsthaus Weiz, 2022, Österreich.","2022","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Vasen-und-Gefaesse-Ausstellung-Kunsthaus-Weiz-2022.jpg","Atelier-von-Ehren_Vasen-und-Gefaesse-Ausstellung-Kunsthaus-Weiz-2022.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","The Circle turns Vase aus der Serie Round & Round, 2024. Steinzeug, glasiert, rosé,","The Circle turns Vase aus der Serie Round & Round, 2024. Steinzeug, glasiert, rosé, 10 x 10 x 26 cm.","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Pink-on-grey-Round-and-Round-Atelier-von-Ehren-24.jpg","Atelier-von-Ehren_Pink-on-grey-Round-and-Round-Atelier-von-Ehren-24.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","Soft Refrain, Vase aus der Serie Round & Round, 2024. Steinzeug, glasiert, gelb auf grau,","Soft Refrain, Vase aus der Serie Round & Round, 2024. Steinzeug, glasiert, gelb auf grau, 15 x 15 x 22 cm.","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Yellow-on-grey-Round-and-Round-Atelier-von-Ehren-24.jpg","Atelier-von-Ehren_Yellow-on-grey-Round-and-Round-Atelier-von-Ehren-24.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","And go round again, Vase aus der Serie Round & Round, 2024. Steinzeug, glasiert,","And go round again, Vase aus der Serie Round & Round, 2024. Steinzeug, glasiert, 11 x 11 x 33 cm.","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_ROUNDandROUND-BArbara-Jenner-2024-Atelier-von-Ehren.jpg","Atelier-von-Ehren_ROUNDandROUND-BArbara-Jenner-2024-Atelier-von-Ehren.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","Off-Beat Vase aus der Serie Round & Round, 2024, blau auf grau. Steinzeug glasiert,","Off-Beat Vase aus der Serie Round & Round, 2024, blau auf grau. Steinzeug glasiert, 15 x 15 x 34 cm.","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Blue-on-grey-RoundandRound-AteliervonEhren-24.jpg","Atelier-von-Ehren_Blue-on-grey-RoundandRound-AteliervonEhren-24.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","Arbeiten aus der Serie Luft und Lilie (Diffuser und Vasen), 2022, Kunsthaus Weiz, Österreich.","Arbeiten aus der Serie Luft und Lilie (Diffuser und Vasen), 2022, Kunsthaus Weiz, Österreich.","2022","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Ausstellung-Kunsthaus-WEiz-2022-Barbara-Jenner-Luft-und-Lilie.jpg","Atelier-von-Ehren_Ausstellung-Kunsthaus-WEiz-2022-Barbara-Jenner-Luft-und-Lilie.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","Dancing Edge Vase aus der Serie Figures, 2024. Steinzeug glasiert, gelb.","Dancing Edge Vase aus der Serie Figures, 2024. Steinzeug glasiert, gelb. 17 x 16 x 23,5 cm.","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Gelb-auf-weiss-FIGURES-Atelier-von-Ehren-BarbaraJenner-2024.jpg","Atelier-von-Ehren_Gelb-auf-weiss-FIGURES-Atelier-von-Ehren-BarbaraJenner-2024.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","OMARU, Pflanzgefäß, weiß-rosé, 2024. Selbstbewässernd, Steinzeug glasiert, leicht rosa,","OMARU, Pflanzgefäß, weiß-rosé, 2024. Selbstbewässernd, Steinzeug glasiert, leicht rosa, 16 x 16 x 32 cm, zweiteilig.","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Selbstbewaessernder-Blumentopf-leicht-rosa.jpg","Atelier-von-Ehren_Selbstbewaessernder-Blumentopf-leicht-rosa.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","Pfanzgefäße, 2023-25. Verschiedene Größen. Drift & Drawn, Installation im FORA Lindenpalais, Berlin, 2025.","Pfanzgefäße, 2023-25. Verschiedene Größen. Drift & Drawn, Installation im FORA Lindenpalais, Berlin, 2025.","2023","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Drift-Drawn-Installation-at-FORA-Lindenpalais.jpg","Atelier-von-Ehren_Drift-Drawn-Installation-at-FORA-Lindenpalais.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","Ayla, gelb, und Omaru, leicht rosa, Pflanzgefäße, 2024. Selbstbewässernd, verschiedene Größen.","Ayla, gelb, und Omaru, leicht rosa, Pflanzgefäße, 2024. Selbstbewässernd, verschiedene Größen.","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Selbstbewaessernde-Blumentoepfe.jpg","Atelier-von-Ehren_Selbstbewaessernde-Blumentoepfe.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","Yara, blau, und Omaru, weiß, Pflanzgefäße, 2024. Selbstbewässernd, verschiedene Größen.","Yara, blau, und Omaru, weiß, Pflanzgefäße, 2024. Selbstbewässernd, verschiedene Größen.","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Selbstbewaessernde-Blumentoepfe2.jpg","Atelier-von-Ehren_Selbstbewaessernde-Blumentoepfe2.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Atelier von Ehren","https://artaurea.de/profiles/atelier-von-ehren/","Pflanztopf Soren, braun und weiß, 2024. Steinzeug, innen glasiert, 29,","Pflanztopf Soren, braun und weiß, 2024. Steinzeug, innen glasiert, 29,5 x 29,5 x 25,5 cm.","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Pflanztopf-1.jpg","Atelier-von-Ehren_Pflanztopf-1.jpg","Yes","c5d5d79c-2f80-4925-8de0-e53fde6553b7"
"Friedrich Becker","https://artaurea.de/profiles/becker-friedrich/","Kinetic Ring","Kinetic Ring","","https://artaurea.de/wp-content/uploads/2014/01/friedrich-becker-kinetic-ring-1.jpg","friedrich-becker-kinetic-ring-1.jpg","Yes","3a6a2338-2e4a-4076-a4d2-b14c88aea41c"
"Friedrich Becker","https://artaurea.de/profiles/becker-friedrich/","Friedrich Becker, Anstecknadel","Friedrich Becker, Anstecknadel","","https://artaurea.de/wp-content/uploads/2014/01/friedrich-becker-anstecknadel.jpg","friedrich-becker-anstecknadel.jpg","Yes","3a6a2338-2e4a-4076-a4d2-b14c88aea41c"
"Friedrich Becker","https://artaurea.de/profiles/becker-friedrich/","Brosche","Brosche","","https://artaurea.de/wp-content/uploads/2014/01/friedrich-becker-ansteckschmuck.jpg","friedrich-becker-ansteckschmuck.jpg","Yes","3a6a2338-2e4a-4076-a4d2-b14c88aea41c"
"Friedrich Becker","https://artaurea.de/profiles/becker-friedrich/","Ring","Ring","","https://artaurea.de/wp-content/uploads/2014/01/friedrich-becker-ring.jpg","friedrich-becker-ring.jpg","Yes","3a6a2338-2e4a-4076-a4d2-b14c88aea41c"
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Anhänger GAP, 2021. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","Anhänger GAP, 2021. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","2021","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_Anhaenger-GAP_2021_Silber-oder-18ct-Gold-plattiert_Schmuckdesign-1.jpg","Sofia-Beilharz_Anhaenger-GAP_2021_Silber-oder-18ct-Gold-plattiert_Schmuckdesign-1.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Ohrschmuck GAP, 2019. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","Ohrschmuck GAP, 2019. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","2019","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_GAP-Ohrstecker_Foto-kleine-Rueckblende.jpg","Sofia-Beilharz_GAP-Ohrstecker_Foto-kleine-Rueckblende.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Ohrschmuck GAP, 2019. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","Ohrschmuck GAP, 2019. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","2019","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_GAP-Ohrstecker_Schmuckdesign_Foto-kleine-Rueckblende.jpg","Sofia-Beilharz_GAP-Ohrstecker_Schmuckdesign_Foto-kleine-Rueckblende.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Armreif SAZ. Silber. Photo kleine Rückblende.","Armreif SAZ. Silber. Photo kleine Rückblende.","","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_Armreif-SAZ_Schmuckdesign-1.jpg","Sofia-Beilharz_Armreif-SAZ_Schmuckdesign-1.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Ringe SAZ. Silber. Photo kleine Rückblende.","Ringe SAZ. Silber. Photo kleine Rückblende.","","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_ringe-men-silber-SAZ_Schmuckdesign-2.jpg","Sofia-Beilharz_ringe-men-silber-SAZ_Schmuckdesign-2.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Manschettenknöpfe SAZ. Silber. Photo kleine Rückblende.","Manschettenknöpfe SAZ. Silber. Photo kleine Rückblende.","","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_Manschettenknoepfe-SAZ_Schmuckdesign-1.jpg","Sofia-Beilharz_Manschettenknoepfe-SAZ_Schmuckdesign-1.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Manschettenknöpfe und Ring SAZ. Photo kleine Rückblende.","Manschettenknöpfe und Ring SAZ. Photo kleine Rückblende.","","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_Ring_Manschettenknoepfe_SAZ-2_72_Schmuckdesign.jpg","Sofia-Beilharz_Ring_Manschettenknoepfe_SAZ-2_72_Schmuckdesign.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Ohrstecker big disk. Silber, Seide. Photo kleine Rückblende.","Ohrstecker big disk. Silber, Seide. Photo kleine Rückblende.","","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_ohrstecker-big-disk-schwarz-rot_Schmuckdesign-1.jpg","Sofia-Beilharz_ohrstecker-big-disk-schwarz-rot_Schmuckdesign-1.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Ring big disk, 2020. Silber, Seide. Photo kleine Rückblende.","Ring big disk, 2020. Silber, Seide. Photo kleine Rückblende.","2020","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_big-disk_Ring_Schmuckdesign_Foto-kleine-Rueckblende.jpg","Sofia-Beilharz_big-disk_Ring_Schmuckdesign_Foto-kleine-Rueckblende.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Ring und Ohrschmuck big disk, 2020. Silber, Seide. Photo kleine Rückblende.","Ring und Ohrschmuck big disk, 2020. Silber, Seide. Photo kleine Rückblende.","2020","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_big-disk_Ring-und-Ohrschmuck_Schmuckdesign_Foto-kleine-Rueckblende.jpg","Sofia-Beilharz_big-disk_Ring-und-Ohrschmuck_Schmuckdesign_Foto-kleine-Rueckblende.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Creole SUN, 2021. Silber. Photo kleine Rückblende.","Creole SUN, 2021. Silber. Photo kleine Rückblende.","2021","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_Creole-SUN-2021_Silber_Schmuckdesign-1.jpg","Sofia-Beilharz_Creole-SUN-2021_Silber_Schmuckdesign-1.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Armreif und Ring courbe, 2018. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","Armreif und Ring courbe, 2018. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","2018","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_courbe-Armreif_Foto-kleine-Rueckblende.jpg","Sofia-Beilharz_courbe-Armreif_Foto-kleine-Rueckblende.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Ringe courbe, 2018. Silber.","Ringe courbe, 2018. Silber.","2018","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_Schmuckdesign_Ringe-courbe.jpg","Sofia-Beilharz_Schmuckdesign_Ringe-courbe.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Ohrschmuck courbe, 2018. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","Ohrschmuck courbe, 2018. Silber oder 18ct Gold plattiert. Photo kleine Rückblende.","2018","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_courbe_Ohrschmuck_Schmuckdesign_Foto-kleine-Rueckblende.jpg","Sofia-Beilharz_courbe_Ohrschmuck_Schmuckdesign_Foto-kleine-Rueckblende.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Kette halbhalb, 2018. Silber und Silber geschwärzt oder 18ct Gold plattiert. Photo kleine Rückblende.","Kette halbhalb, 2018. Silber und Silber geschwärzt oder 18ct Gold plattiert. Photo kleine Rückblende.","2018","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_Kette-halbhalb_Schmuckdesign_Foto-kleine-Rueckblende.jpg","Sofia-Beilharz_Kette-halbhalb_Schmuckdesign_Foto-kleine-Rueckblende.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Kette palitos, 2019. Aluminiumröhrchen, Seide. Photo kleine Rückblende.","Kette palitos, 2019. Aluminiumröhrchen, Seide. Photo kleine Rückblende.","2019","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_palitos_Kette_Schmuckdesign_Foto-kleine-Rueckblende.jpg","Sofia-Beilharz_palitos_Kette_Schmuckdesign_Foto-kleine-Rueckblende.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Kette simplum, 2011. Aluminium eloxiert, Gummi. Photo kleine Rückblende.","Kette simplum, 2011. Aluminium eloxiert, Gummi. Photo kleine Rückblende.","2011","https://artaurea.de/wp-content/uploads/2015/02/Beilharz-2_simplum.jpg","Beilharz-2_simplum.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Ohrschmuck panicula. Silber. Photo kleine Rückblende.","Ohrschmuck panicula. Silber. Photo kleine Rückblende.","","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_ohrschmuck-panicula-front-silber_Schmuckdesign-1.jpg","Sofia-Beilharz_ohrschmuck-panicula-front-silber_Schmuckdesign-1.jpg","No",""
"Sofia Beilharz","https://artaurea.de/profiles/beilharz-sofia/","Ohrschmuck panicula, 2019. Silber. Photo kleine Rückblende.","Ohrschmuck panicula, 2019. Silber. Photo kleine Rückblende.","2019","https://artaurea.de/wp-content/uploads/2015/02/Sofia-Beilharz_panicula_Ohrschmuck_Schmuckdesign_Foto-kleine-Rueckblende.jpg","Sofia-Beilharz_panicula_Ohrschmuck_Schmuckdesign_Foto-kleine-Rueckblende.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot_Schuhe_shoes.jpg","Benjamin-Bigot_Schuhe_shoes.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot_Originelle-Massschuhe_handmade_shoes.jpg","Benjamin-Bigot_Originelle-Massschuhe_handmade_shoes.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot_-ART-AUREA-AWARD-Gewinner_Schuhe.jpg","Benjamin-Bigot_-ART-AUREA-AWARD-Gewinner_Schuhe.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot-Schuhe-IMG_5194-2.jpg","Benjamin-Bigot-Schuhe-IMG_5194-2.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Ben-Bigot-7309.jpg","Ben-Bigot-7309.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot-SchuheIMG_4089-2.jpg","Benjamin-Bigot-SchuheIMG_4089-2.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot-SchuheIMG_4212-2.jpg","Benjamin-Bigot-SchuheIMG_4212-2.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot_Originelle-Massschuhe.jpg","Benjamin-Bigot_Originelle-Massschuhe.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot-SchuheArt-Aurea-1.jpg","Benjamin-Bigot-SchuheArt-Aurea-1.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot-SchuheArt-Aurea-2.jpg","Benjamin-Bigot-SchuheArt-Aurea-2.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot-SchuheIMG_4250-2.jpg","Benjamin-Bigot-SchuheIMG_4250-2.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot-Schuhe.jpg","Benjamin-Bigot-Schuhe.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot-Schuh-Chris.jpg","Benjamin-Bigot-Schuh-Chris.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","Maßschuhe Christian. Cordovan-Leder. Maßangefertigte Schuhspanner","Maßschuhe Christian. Cordovan-Leder. Maßangefertigte Schuhspanner","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot-Schuh-9.jpg","Benjamin-Bigot-Schuh-9.jpg","No",""
"Benjamin Bigot","https://artaurea.de/profiles/bigot-benjamin/","","","","https://artaurea.de/wp-content/uploads/2014/11/Benjamin-Bigot-Schuh-Chris-2.jpg","Benjamin-Bigot-Schuh-Chris-2.jpg","No",""
"Uli Biskup","https://artaurea.de/profiles/biskup-uli/","Ohrschmuck bubbles, 2020. Silber 925, oxidiert, rhodiniert, Labradorith, Zirkonia. Photo Mirei Takeuchi.","Ohrschmuck bubbles, 2020. Silber 925, oxidiert, rhodiniert, Labradorith, Zirkonia. Photo Mirei Takeuchi.","2020","https://artaurea.de/wp-content/uploads/2013/11/Uli-Biskup_Schmuckdesign_Bubbles_Art-Aurea.jpg","Uli-Biskup_Schmuckdesign_Bubbles_Art-Aurea.jpg","No",""
"Uli Biskup","https://artaurea.de/profiles/biskup-uli/","Kette inpuncto, rund, 2020. Silber 925. Photo Mirei Takeuchi.","Kette inpuncto, rund, 2020. Silber 925. Photo Mirei Takeuchi.","2020","https://artaurea.de/wp-content/uploads/2013/11/Uli-Biskup_Schmuckdesign_inpuncto-Kette_Art-Aurea.jpg","Uli-Biskup_Schmuckdesign_inpuncto-Kette_Art-Aurea.jpg","No",""
"Uli Biskup","https://artaurea.de/profiles/biskup-uli/","Ohrschmuck inpuncto lampions, rund, 2020. Silber 925, oxidiert, Koralle, Edelsteine. Photo Mirei Takeuchi.","Ohrschmuck inpuncto lampions, rund, 2020. Silber 925, oxidiert, Koralle, Edelsteine. Photo Mirei Takeuchi.","2020","https://artaurea.de/wp-content/uploads/2013/11/Uli-Biskup_Schmuckdesign_inpuncto-Lampions_Art-Aurea.jpg","Uli-Biskup_Schmuckdesign_inpuncto-Lampions_Art-Aurea.jpg","No",""
